Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
4/29/2026,09:16:06,Mohonk,10.996,11.14,101,0.84,0.37,97.1,0.05,63,726.9,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:16:18,Mohonk,10.957,11.2,101.5,0.84,0.39,97,0.05,63,726.9,MHK,4,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:16:41,Mohonk,10.744,11.33,102.1,0.87,0.41,97.2,0.05,63,726.9,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:17:07,Mohonk,10.443,11.52,103.2,0.94,0.46,97.6,0.05,63,726.8,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:17:41,Mohonk,9.6,12.03,105.6,1.04,0.53,98.2,0.05,64,726.8,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:18:08,Mohonk,8.974,12.34,106.8,1.08,0.54,99,0.05,64,726.9,MHK,5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:18:33,Mohonk,8.466,12.46,106.5,1.14,0.6,98.9,0.05,64,726.9,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:18:58,Mohonk,7.888,12.59,106,1.17,0.64,98.9,0.05,64,726.8,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:19:24,Mohonk,7.458,12.61,105.1,1.08,0.67,99.2,0.05,64,726.8,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:19:55,Mohonk,7.215,12.62,104.6,0.99,0.69,98.8,0.05,64,726.8,MHK,6,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:20:32,Mohonk,7.075,12.61,104.1,0.93,0.72,98.5,0.05,64,726.9,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:20:56,Mohonk,6.945,12.62,103.8,1.09,0.76,98.8,0.05,64,726.7,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:21:25,Mohonk,6.784,12.62,103.5,2.56,1.08,99,0.05,64,726.8,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:21:57,Mohonk,6.49,12.22,99.4,6.43,2.44,99.9,0.05,65,726.9,MHK,7,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:22:23,Mohonk,6.371,11.76,95.4,8.91,2.53,100,0.05,65,726.8,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:22:51,Mohonk,5.981,10.98,88.2,6.31,2.65,101,0.05,66,726.8,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:23:22,Mohonk,5.791,10.04,80.2,8.82,2.8,101.4,0.05,66,726.8,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:23:52,Mohonk,5.659,9.54,76,8.99,2.92,101.1,0.05,66,726.8,MHK,8,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:24:19,Mohonk,5.567,9.32,74,7.75,2.4,100.5,0.05,65,726.8,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:24:59,Mohonk,5.471,8.98,71.2,6.31,2.1,100.8,0.05,66,726.8,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:25:31,Mohonk,5.409,8.6,68.1,2.18,1.96,101.4,0.05,66,726.9,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:26:00,Mohonk,5.325,8.42,66.5,5.77,2.07,101.1,0.05,66,726.8,MHK,9,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:26:39,Mohonk,5.279,8.33,65.7,2.09,1.84,100.7,0.05,65,726.9,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:27:08,Mohonk,5.246,8.31,65.5,4.66,2,100.6,0.05,65,726.8,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:27:33,Mohonk,5.194,8.24,64.9,2.85,1.52,100.7,0.05,65,726.8,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:27:58,Mohonk,5.168,8.15,64.1,1.08,1.4,101.1,0.05,66,727,MHK,10,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:28:23,Mohonk,5.129,8.11,63.7,1.93,1.34,101.2,0.05,66,726.8,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:29:06,Mohonk,5.082,8.05,63.2,1.19,1.4,101.1,0.05,66,726.8,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:29:39,Mohonk,5.056,7.98,62.6,0.73,1.79,101.1,0.05,66,726.9,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:30:18,Mohonk,5.018,7.91,62,2.74,1.25,101.1,0.05,66,726.9,MHK,11,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:30:48,Mohonk,5.01,7.82,61.3,2.15,1.28,101.3,0.05,66,726.9,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:31:17,Mohonk,5.026,7.67,60.1,1.6,1.36,102.1,0.05,66,727,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:31:45,Mohonk,5.032,7.51,58.9,1.7,2.2,102.7,0.05,67,726.9,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
4/29/2026,09:32:16,Mohonk,5.031,7.41,58.1,3.59,2.05,102.8,0.05,67,727,MHK,12,NA,NA,NA,NA,41.766,-74.158,379,2026-04-29
