Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m,date
1/28/2026,11:41:00,Mohonk,0.111,13.71,94.1,4.05,4.64,116,0.05,75,728.4,MHK,0,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:42:13,Mohonk,0.119,13.53,92.9,5.89,4.33,110.7,0.05,72,728.3,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:43:09,Mohonk,0.381,13.09,90.5,3.29,3.32,108.1,0.05,70,728.3,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:44:16,Mohonk,0.375,12.58,87,1.28,1.93,105.5,0.05,69,728.4,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:45:15,Mohonk,0.4,12.17,84.2,1.05,1.21,106.5,0.05,69,728.4,MHK,1,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:46:52,Mohonk,2.185,11.5,83.6,0.55,0.98,101.8,0.05,66,728.2,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:47:48,Mohonk,2.215,11.41,83,0.59,1.03,101.8,0.05,66,728.3,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:48:22,Mohonk,2.247,11.34,82.6,0.27,0.94,101.7,0.05,66,728.2,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:48:50,Mohonk,2.258,11.29,82.2,0.33,0.9,101.6,0.05,66,728.3,MHK,2,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:49:21,Mohonk,2.263,11.24,81.9,0.19,0.88,101.7,0.05,66,728.3,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:49:53,Mohonk,2.275,11.17,81.4,0.25,0.88,101.7,0.05,66,728.2,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:50:26,Mohonk,2.286,11.08,80.8,0.21,0.87,101.8,0.05,66,728.2,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:51:04,Mohonk,2.301,11.01,80.3,0.38,0.91,101.7,0.05,66,728.2,MHK,3,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
1/28/2026,11:51:41,Mohonk,2.301,10.96,79.9,0.4,1.03,101.8,0.05,66,728.2,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379,2026-01-28
