sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
49,0,10/16/2024,14.2,8.67,88.3
49,1,10/16/2024,14.1,8.67,88.1
49,2,10/16/2024,14,8.67,87.9
49,3,10/16/2024,14,8.68,87.9
49,4,10/16/2024,13.9,8.67,87.7
49,5,10/16/2024,13.9,8.66,87.7
49,6,10/16/2024,13.9,8.64,87.4
49,7,10/16/2024,13.9,8.59,86.8
49,8,10/16/2024,11,4.81,45.5
49,9,10/16/2024,9.1,2.47,22.4
49,10,10/16/2024,8,0.38,3.4
49,11,10/16/2024,7.2,0.29,2.5
49,12,10/16/2024,6.9,0.27,2.3
