Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
1/15/2025,12:02:09,0.234,13.18,90.8,0.8,0.24,NA,99.6,0.05,65,730,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:02:51,1.028,12.86,90.6,1.28,0.36,NA,96.8,0.04,63,730,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:03:29,1.361,12.75,90.6,1.34,0.35,NA,95.9,0.04,62,729.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:04:25,1.387,12.74,90.6,0.89,0.4,NA,96.7,0.04,63,729.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:04:53,1.392,12.73,90.5,1.06,0.29,NA,96.7,0.04,63,729.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:06:41,1.396,12.69,90.2,1.03,0.31,NA,96.9,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:07:29,1.399,12.67,90.1,1.18,0.4,NA,96.8,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:08:01,1.402,12.66,90,1.29,0.38,NA,96.7,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:08:46,1.403,12.63,89.9,1.34,0.36,NA,96.6,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:10:43,1.415,12.58,89.5,1.19,0.35,NA,96.6,0.04,63,729.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:11:08,1.408,12.57,89.4,1.2,0.43,NA,96.6,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
1/15/2025,12:11:42,1.408,12.55,89.3,1.43,0.44,NA,96.5,0.04,63,729.7,MHK,NA,NA,NA,NA,41.766,−74.158,379
