Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
10/29/2025,13:20:02,6.626,0.48,4,0.26,1.52,120.1,0.06,78,731.8,MHK,0,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:19:35,6.631,0.48,3.9,0.23,1.84,120.7,0.06,78,731.8,MHK,0.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:19:10,6.692,0.49,4,0.09,0.99,113.6,0.05,74,731.9,MHK,0.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:18:44,6.791,0.51,4.2,0.09,1.01,111.9,0.05,73,731.9,MHK,0.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:18:10,6.94,0.54,4.5,0.08,0.95,110.4,0.05,72,731.9,MHK,1,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:17:48,7.011,0.57,4.7,0.07,0.95,110,0.05,71,731.9,MHK,1.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:17:22,7.16,0.62,5.1,0.09,0.94,109.6,0.05,71,731.9,MHK,1.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:16:54,7.291,0.67,5.5,0.08,0.92,108.5,0.05,71,731.8,MHK,1.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:16:23,7.445,0.75,6.2,0.08,0.95,106.6,0.05,69,731.9,MHK,2,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:15:59,7.636,0.87,7.2,0.05,0.86,103.8,0.05,67,731.9,MHK,2.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:15:30,7.957,1.1,9.3,0.1,0.86,103.4,0.05,67,731.9,MHK,2.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:15:06,8.235,1.45,12.3,0.24,0.89,103,0.05,67,731.9,MHK,2.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:14:27,8.633,2.52,21.6,0.12,0.82,103.2,0.05,67,731.9,MHK,3,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:13:58,9.326,3.52,30.7,0.19,0.91,101.9,0.05,66,731.9,MHK,3.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:13:25,9.982,6.03,53.5,0.26,0.97,100.2,0.05,65,732,MHK,3.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:12:54,10.771,8.14,73.4,0.19,0.91,97,0.05,63,731.9,MHK,3.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:12:27,10.945,8.81,79.8,0.35,1.25,96,0.04,62,731.8,MHK,4,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:11:57,11.044,9.08,82.4,0.15,0.98,95.7,0.04,62,731.9,MHK,4.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:11:33,11.064,9.12,82.9,0.26,1.24,95.5,0.04,62,731.8,MHK,4.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:11:08,11.075,9.15,83.2,0.24,1.1,95.5,0.04,62,731.9,MHK,4.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:10:31,11.075,9.17,83.3,0.37,1.14,95.5,0.04,62,731.8,MHK,5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:10:03,11.079,9.18,83.5,0.18,1.05,95.5,0.04,62,731.9,MHK,5.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:09:13,11.09,9.21,83.7,0.21,0.97,95.4,0.04,62,731.8,MHK,5.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:08:44,11.091,9.21,83.7,0.21,0.98,95.5,0.04,62,731.9,MHK,5.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:08:19,11.087,9.21,83.7,0.53,1.07,95.4,0.04,62,731.8,MHK,6,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:07:54,11.089,9.22,83.8,0.23,1.01,95.5,0.04,62,731.8,MHK,6.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:07:27,11.094,9.28,84.3,0.2,1.15,95.4,0.04,62,731.9,MHK,6.5,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:06:57,11.108,9.31,84.6,0.21,1.13,95.4,0.04,62,731.8,MHK,6.75,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:06:32,11.113,9.32,84.8,0.41,1.14,95.3,0.04,62,731.9,MHK,7,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:05:57,11.113,9.33,84.8,0.24,1,95.4,0.04,62,731.8,MHK,7.25,NA,NA,NA,41.766,−74.158,379
10/29/2025,13:05:32,11.113,9.34,84.9,0.18,1.02,95.4,0.04,62,731.9,MHK,7.5,NA,NA,NA,41.766,−74.158,379
