Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
3/4/2025,12:07:17,3.322,8.98,67.3,2.36,1.12,NA,104.9,0.05,68,730.6,MHK,0,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:06:49,3.277,9.19,68.8,0.75,0.05,NA,104.5,0.05,68,730.7,MHK,0.25,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:06:26,3.224,9.37,70,0.75,0,NA,105,0.05,68,730.6,MHK,0.5,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:06:15,3.215,9.45,70.6,0.19,-0.09,NA,105,0.05,68,730.7,MHK,0.75,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:06:02,3.189,9.52,71.1,0.48,0,NA,105.1,0.05,68,730.6,MHK,1,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:05:33,3.159,9.76,72.9,0.12,-0.11,NA,105.4,0.05,69,730.7,MHK,1.25,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:05:05,3.119,10.04,74.9,0.26,-0.06,NA,105.6,0.05,69,730.8,MHK,1.5,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:04:42,3.069,10.32,76.8,0.12,-0.11,NA,105.8,0.05,69,730.8,MHK,1.75,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:04:09,2.963,10.94,81.2,0.09,-0.09,NA,105.8,0.05,69,730.8,MHK,2,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:03:45,2.9,11.4,84.5,0.38,-0.09,NA,105.1,0.05,68,730.7,MHK,2.25,NA,NA,NA,41.766,−74.158,379
3/4/2025,12:03:23,2.793,11.73,86.6,0.13,-0.12,NA,104.5,0.05,68,730.7,MHK,2.5,NA,NA,NA,41.766,−74.158,379
