Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
9/18/2024,11:39:03,Mohonk,6.154,0.34,2.8,0.68,1.1,6.52,105.9,0.05,69,731.9,MHK,12.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:38:39,Mohonk,6.204,0.37,3,0.11,0.05,6.5,103,0.05,67,731.9,MHK,12,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:38:15,Mohonk,6.319,0.4,3.3,0.09,0.01,6.5,100.9,0.05,66,731.8,MHK,11.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:37:50,Mohonk,6.416,0.45,3.6,0.08,0.01,6.49,100.4,0.05,65,731.9,MHK,11.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:37:17,Mohonk,6.57,0.55,4.5,0.1,-0.01,6.47,99.3,0.05,65,731.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:36:48,Mohonk,6.657,0.7,5.7,0.12,-0.01,6.46,97.6,0.05,63,732,MHK,11,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:36:16,Mohonk,6.77,1.13,9.2,0.1,-0.02,6.49,96.2,0.04,63,731.9,MHK,10.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:36:10,Mohonk,6.806,1.24,10.2,0.16,-0.02,6.49,96.1,0.04,62,732,MHK,10.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:35:42,Mohonk,7.07,1.97,16.3,0.14,-0.05,6.5,95.5,0.04,62,731.9,MHK,10.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:35:20,Mohonk,7.198,2.74,22.7,0.26,0.01,6.52,94.5,0.04,61,732,MHK,10,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:34:51,Mohonk,7.482,3.51,29.2,0.26,-0.03,6.55,93.7,0.04,61,731.9,MHK,9.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:34:18,Mohonk,7.786,4.52,38,0.23,-0.05,6.59,93.3,0.04,61,732,MHK,9.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:33:47,Mohonk,8.07,5.32,45,0.39,0.09,6.63,92.9,0.04,60,731.9,MHK,9.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:33:21,Mohonk,8.375,5.98,51,0.61,0.39,6.67,92.4,0.04,60,731.9,MHK,9,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:32:52,Mohonk,8.678,6.72,57.7,0.73,0.6,6.71,92.5,0.04,60,732,MHK,8.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:32:25,Mohonk,9.194,7.32,63.7,0.61,0.07,6.75,92,0.04,60,732,MHK,8.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:31:59,Mohonk,9.524,7.79,68.3,0.69,0.04,6.79,91.8,0.04,60,732,MHK,8.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:31:33,Mohonk,10.063,8.21,72.9,0.55,-0.05,6.83,91.8,0.04,60,732,MHK,8,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:31:09,Mohonk,10.798,8.41,76,0.81,0.03,6.85,92.1,0.04,60,732,MHK,7.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:30:43,Mohonk,11.415,8.62,79,0.65,-0.05,6.88,92,0.04,60,732,MHK,7.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:30:18,Mohonk,12.178,8.82,82.2,0.57,-0.12,6.92,92,0.04,60,732,MHK,7.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:29:56,Mohonk,12.848,9.03,85.5,0.68,-0.16,6.96,92.2,0.04,60,732,MHK,7,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:29:34,Mohonk,13.824,9.23,89.2,0.54,-0.16,7,91.6,0.04,60,732.1,MHK,6.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:29:13,Mohonk,14.08,9.45,91.9,0.65,-0.11,7.05,92.2,0.04,60,731.9,MHK,6.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:28:34,Mohonk,15.449,9.66,96.8,0.72,-0.15,7.18,92.2,0.04,60,732.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:28:05,Mohonk,16.695,9.8,100.8,0.87,-0.14,7.33,92,0.04,60,732,MHK,6,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:27:44,Mohonk,17.41,9.84,102.7,1.08,-0.06,7.46,91.9,0.04,60,732,MHK,5.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:27:22,Mohonk,17.883,9.81,103.4,1.07,-0.02,7.64,91.5,0.04,59,732,MHK,5.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:26:46,Mohonk,18.859,9.61,103.3,0.94,0.1,7.94,90.7,0.04,59,732,MHK,5.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:26:23,Mohonk,19.405,9.7,105.5,1.27,0.14,8.27,90.4,0.04,59,732,MHK,5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:25:51,Mohonk,19.857,9.99,109.6,1.32,0.09,8.74,90.2,0.04,59,732,MHK,4.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:25:24,Mohonk,20.172,10.36,114.4,1.21,-0.05,8.98,90.3,0.04,59,732,MHK,4.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:25:03,Mohonk,20.264,10.48,115.9,1.21,-0.11,9.07,90.4,0.04,59,732,MHK,4.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:24:39,Mohonk,20.342,10.53,116.6,1.22,-0.12,9.11,90.4,0.04,59,731.9,MHK,4,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:24:19,Mohonk,20.445,10.49,116.5,1.2,-0.11,9.08,90.4,0.04,59,732,MHK,3.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:23:50,Mohonk,20.566,10.56,117.5,1.13,-0.09,9.11,90.4,0.04,59,732,MHK,3.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:23:24,Mohonk,20.622,10.69,119,1.37,0,9.18,90.6,0.04,59,732,MHK,3.25,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:23:00,Mohonk,20.703,10.75,119.9,1.41,-0.04,9.22,90.7,0.04,59,732.1,MHK,3,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:22:39,Mohonk,20.75,10.66,119,0.97,-0.18,9.19,90.6,0.04,59,732,MHK,2.75,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:22:19,Mohonk,20.793,10.57,118.1,0.86,-0.24,9.14,90.4,0.04,59,732,MHK,2.5,NA,NA,NA,41.766,-74.158,379
9/18/2024,11:21:54,Mohonk,20.817,10.4,116.3,0.9,-0.25,9.06,90.2,0.04,59,731.9,MHK,2.25,NA,NA,NA,41.766,-74.158,379
