Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
12/3/2025,13:36:49,4.615,9.12,70.7,0.67,1.73,99.6,0.05,65,728.1,MHK,0,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:36:23,4.617,9.26,71.8,0.85,2.71,99.6,0.05,65,728.1,MHK,0.25,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:35:46,4.614,9.39,72.8,0.59,1.64,99.3,0.05,65,728,MHK,0.5,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:35:13,4.613,9.43,73.1,0.21,0.76,99.2,0.05,64,728.2,MHK,0.75,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:34:47,4.613,9.44,73.2,0.2,0.81,99.2,0.05,64,728.2,MHK,1,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:34:22,4.617,9.44,73.2,0.18,0.77,99.2,0.05,64,728.1,MHK,1.25,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:33:42,4.621,9.45,73.3,0.17,0.82,99.1,0.05,64,728.2,MHK,1.5,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:33:08,4.619,9.45,73.3,0.17,0.8,99.1,0.05,64,728.2,MHK,1.75,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:32:35,4.614,9.46,73.4,0.18,0.8,99.1,0.05,64,728.2,MHK,2,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:32:05,4.615,9.46,73.4,0.17,0.75,99.1,0.05,64,728.2,MHK,2.25,NA,NA,NA,41.766,−74.158,379
12/3/2025,13:31:40,4.619,9.47,73.4,0.16,0.79,99,0.05,64,728.2,MHK,2.5,NA,NA,NA,41.766,−74.158,379
