Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
10/1/2025,10:26:52,Mohonk,6.435,0.39,3.2,0.46,0.4,94.6,0.04,62,734.2,MHK,12,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:26:25,Mohonk,6.44,0.39,3.2,0.24,-0.25,92.6,0.04,60,734.1,MHK,11.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:25:58,Mohonk,6.46,0.4,3.2,0.12,-0.61,91.4,0.04,59,734.2,MHK,11.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:25:31,Mohonk,6.527,0.41,3.4,0.08,-0.62,90.3,0.04,59,734.1,MHK,11.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:25:00,Mohonk,6.584,0.43,3.5,0.1,-0.62,89.2,0.04,58,734.1,MHK,11,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:24:26,Mohonk,6.664,0.46,3.8,0.1,-0.62,88.7,0.04,58,734.2,MHK,10.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:24:01,Mohonk,6.709,0.5,4.1,0.09,-0.6,88.4,0.04,57,734.1,MHK,10.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:23:33,Mohonk,6.803,0.55,4.5,0.09,-0.64,87.8,0.04,57,734.1,MHK,10.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:22:36,Mohonk,7.014,0.78,6.5,0.17,-0.62,84.7,0.04,55,734.1,MHK,10,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:22:11,Mohonk,7.138,1.06,8.8,0.14,-0.63,84.2,0.04,55,734.1,MHK,9.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:21:42,Mohonk,7.3,1.54,12.7,0.18,-0.58,83.8,0.04,54,734.2,MHK,9.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:20:38,Mohonk,7.654,2.93,24.5,0.2,-0.55,83.1,0.04,54,734.1,MHK,9.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:20:12,Mohonk,7.925,3.66,30.9,0.45,-0.46,83,0.04,54,734.2,MHK,9,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:19:39,Mohonk,8.328,4.51,38.4,0.48,-0.52,82.4,0.04,54,734.1,MHK,8.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:18:56,Mohonk,8.672,5.39,46.2,0.3,-0.61,82.1,0.04,53,734.2,MHK,8.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:18:18,Mohonk,9.104,6.06,52.6,0.28,-0.63,81.5,0.04,53,734.1,MHK,8.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:15:22,Mohonk,9.327,7.54,65.8,0.44,-0.54,81.1,0.04,53,734.2,MHK,8,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:15:05,Mohonk,9.634,7.83,68.8,0.36,-0.59,80.9,0.04,53,734.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:14:33,Mohonk,9.966,8.21,72.7,0.32,-0.6,80.7,0.04,52,734.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:14:00,Mohonk,10.129,8.54,75.9,0.25,-0.66,80.5,0.04,52,734,MHK,7.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:13:44,Mohonk,10.289,8.68,77.4,0.27,-0.6,80.7,0.04,52,734,MHK,7,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:12:57,Mohonk,10.937,9.08,82.3,0.28,-0.73,80.7,0.04,52,734.1,MHK,6.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:12:15,Mohonk,11.616,9.74,89.6,0.34,-0.72,80.7,0.04,52,734,MHK,6.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:11:46,Mohonk,12.243,10.22,95.4,0.3,-0.76,80.7,0.04,52,734,MHK,6.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:11:17,Mohonk,12.996,10.44,99.1,0.25,-0.8,80.3,0.04,52,734,MHK,6,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:10:49,Mohonk,13.652,10.48,100.9,0.32,-0.79,80.6,0.04,52,734.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:10:13,Mohonk,14.836,10.64,105.2,0.31,-0.79,80.5,0.04,52,734,MHK,5.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:09:45,Mohonk,15.588,10.79,108.4,0.24,-0.81,79.9,0.04,52,734,MHK,5.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:09:01,Mohonk,16.43,10.67,109.1,0.33,-0.74,79.9,0.04,52,734,MHK,5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:08:29,Mohonk,17.373,10.19,106.3,0.42,-0.74,78.9,0.04,51,734.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:07:54,Mohonk,17.899,9.69,102.2,0.34,-0.72,78.2,0.04,51,734,MHK,4.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:07:25,Mohonk,18.342,9.47,100.7,0.46,-0.7,77.2,0.04,50,734,MHK,4.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:06:39,Mohonk,18.665,9.44,101.1,0.49,-0.66,76.4,0.04,50,734.1,MHK,4,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:06:07,Mohonk,18.815,9.49,102,0.2,-0.84,75.8,0.03,49,734,MHK,3.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:05:36,Mohonk,18.857,9.48,102,0.25,-0.87,75.7,0.03,49,734,MHK,3.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:05:07,Mohonk,18.886,9.48,102,0.22,-0.84,75.6,0.03,49,734,MHK,3.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:04:39,Mohonk,18.893,9.48,102,0.2,-0.86,75.6,0.03,49,734.1,MHK,3,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:04:10,Mohonk,18.906,9.49,102.1,0.25,-0.87,75.5,0.03,49,734.1,MHK,2.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:03:45,Mohonk,18.912,9.49,102.1,0.25,-0.84,75.5,0.03,49,734.1,MHK,2.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:03:15,Mohonk,18.929,9.49,102.1,0.23,-0.9,75.4,0.03,49,734.1,MHK,2.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:02:50,Mohonk,18.937,9.48,102.1,0.25,-0.81,75.5,0.03,49,734.1,MHK,2,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:02:23,Mohonk,18.942,9.48,102.1,0.3,-0.87,75.4,0.03,49,734,MHK,1.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:01:58,Mohonk,18.947,9.47,102,0.24,-0.84,75.5,0.03,49,734,MHK,1.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:01:27,Mohonk,18.951,9.47,102,0.26,-0.86,75.5,0.03,49,734,MHK,1.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:01:00,Mohonk,18.955,9.49,102.2,0.21,-0.83,75.4,0.03,49,734.1,MHK,1,NA,NA,NA,41.766,-74.158,379
10/1/2025,10:00:33,Mohonk,18.957,9.51,102.4,0.27,-0.84,75.4,0.03,49,734.1,MHK,0.75,NA,NA,NA,41.766,-74.158,379
10/1/2025,09:59:53,Mohonk,18.952,9.54,102.7,0.25,-0.82,75.3,0.03,49,734.1,MHK,0.5,NA,NA,NA,41.766,-74.158,379
10/1/2025,09:59:23,Mohonk,18.96,9.56,103,0.24,-0.84,75.3,0.03,49,734,MHK,0.25,NA,NA,NA,41.766,-74.158,379
10/1/2025,09:58:56,Mohonk,18.95,9.62,103.6,0.22,-0.85,75.2,0.03,49,734.1,MHK,0,NA,NA,NA,41.766,-74.158,379
