Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
11/19/2025,14:35:54,6.549,8,65.2,1.45,5.61,99.2,0.05,64,731.6,MHK,0,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:35:28,6.546,8.02,65.3,2.42,5.18,99.2,0.05,64,731.6,MHK,0.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:35:02,6.546,8.06,65.7,0.61,1.38,98.9,0.05,64,731.7,MHK,0.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:34:35,6.545,8.09,65.9,0.2,0.75,98.9,0.05,64,731.7,MHK,0.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:34:12,6.544,8.09,65.9,0.37,0.76,98.8,0.05,64,731.7,MHK,1,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:32:54,6.55,8.1,66,0.19,0.71,98.9,0.05,64,731.7,MHK,1.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:32:27,6.545,8.1,66,0.16,0.79,98.9,0.05,64,731.6,MHK,1.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:31:58,6.543,8.11,66,0.22,0.74,98.9,0.05,64,731.6,MHK,1.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:31:30,6.545,8.11,66.1,0.55,0.98,98.8,0.05,64,731.7,MHK,2,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:31:05,6.544,8.11,66.1,0.2,0.72,98.8,0.05,64,731.6,MHK,2.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:30:41,6.545,8.11,66.1,0.24,0.77,98.8,0.05,64,731.7,MHK,2.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:29:16,6.549,8.13,66.3,0.29,0.7,98.8,0.05,64,731.6,MHK,2.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:28:50,6.55,8.14,66.3,0.2,0.75,98.8,0.05,64,731.6,MHK,3,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:28:26,6.55,8.13,66.3,0.18,0.66,98.8,0.05,64,731.6,MHK,3.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:28:02,6.549,8.13,66.3,0.19,0.71,98.7,0.05,64,731.7,MHK,3.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:27:38,6.548,8.13,66.2,0.23,0.85,98.7,0.05,64,731.5,MHK,3.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:25:57,6.549,8.15,66.4,0.19,0.81,98.7,0.05,64,731.5,MHK,4,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:25:20,6.552,8.15,66.4,0.22,0.7,98.7,0.05,64,731.5,MHK,4.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:24:44,6.555,8.15,66.4,0.19,0.68,98.7,0.05,64,731.5,MHK,4.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:24:17,6.553,8.16,66.5,0.21,0.73,98.7,0.05,64,731.6,MHK,4.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:23:51,6.552,8.15,66.4,0.31,0.79,98.7,0.05,64,731.6,MHK,5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:23:09,6.556,8.16,66.5,0.24,0.88,98.6,0.05,64,731.6,MHK,5.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:22:27,6.56,8.16,66.5,0.2,0.69,98.6,0.05,64,731.6,MHK,5.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:22:01,6.559,8.17,66.6,0.26,0.7,98.6,0.05,64,731.5,MHK,5.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:21:01,6.563,8.2,66.8,0.34,0.78,98.6,0.05,64,731.5,MHK,6,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:20:32,6.561,8.21,66.9,0.15,0.81,98.5,0.05,64,731.5,MHK,6.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:20:06,6.56,8.22,67,0.32,0.69,98.5,0.05,64,731.5,MHK,6.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:19:36,6.559,8.23,67.1,0.2,0.75,98.5,0.05,64,731.5,MHK,6.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:18:56,6.561,8.26,67.3,0.22,0.73,98.5,0.05,64,731.5,MHK,7,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:18:27,6.561,8.27,67.4,0.34,0.74,98.4,0.05,64,731.5,MHK,7.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:18:01,6.562,8.28,67.5,0.27,0.74,98.4,0.05,64,731.5,MHK,7.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:17:29,6.562,8.29,67.6,0.23,0.71,98.4,0.05,64,731.5,MHK,7.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:17:05,6.563,8.31,67.7,0.29,0.78,98.4,0.05,64,731.5,MHK,8,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:15:53,6.563,8.34,68,0.37,0.79,98.4,0.05,64,731.5,MHK,8.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:15:25,6.568,8.36,68.1,0.53,0.86,98.3,0.05,64,731.5,MHK,8.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:14:58,6.567,8.37,68.2,0.3,0.84,98.3,0.05,64,731.5,MHK,8.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:14:31,6.566,8.39,68.4,0.33,0.81,98.2,0.05,64,731.5,MHK,9,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:14:01,6.567,8.4,68.5,0.26,0.74,98.2,0.05,64,731.5,MHK,9.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:13:21,6.569,8.43,68.8,0.51,0.89,98.1,0.05,64,731.5,MHK,9.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:12:54,6.574,8.46,68.9,0.27,0.75,98.1,0.05,64,731.5,MHK,9.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:12:28,6.577,8.47,69.1,0.48,0.77,98.1,0.05,64,731.5,MHK,10,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:11:50,6.597,8.51,69.4,0.19,0.73,98.1,0.05,64,731.5,MHK,10.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:11:19,6.604,8.55,69.7,0.23,0.74,98,0.05,64,731.5,MHK,10.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:10:44,6.62,8.59,70.1,0.27,0.75,98,0.05,64,731.5,MHK,10.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:10:05,6.655,8.64,70.6,0.26,0.74,98,0.05,64,731.5,MHK,11,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:09:36,6.684,8.7,71.1,0.3,0.74,97.8,0.05,64,731.5,MHK,11.25,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:08:56,6.763,8.8,72.1,0.17,0.63,97.6,0.05,63,731.5,MHK,11.5,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:08:22,6.777,8.93,73.2,0.26,0.62,97.6,0.05,63,731.5,MHK,11.75,NA,NA,NA,41.766,−74.158,379
11/19/2025,14:07:42,6.794,9.24,75.7,0.13,0.49,97.8,0.05,64,731.6,MHK,12,NA,NA,NA,41.766,−74.158,379
