Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
9/24/2025,16:43:33,8.99,7.24,62.7,0.43,-0.5,81.5,0.04,53,729.4,MHK,4,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:43:02,9.324,7.98,69.6,1.04,-0.4,81.1,0.04,53,729.4,MHK,4.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:42:39,9.684,8.38,73.7,0.23,-0.67,81,0.04,53,729.4,MHK,4.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:41:59,10.314,8.89,79.4,0.21,-0.75,81.1,0.04,53,729.5,MHK,4.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:41:21,10.931,9.69,87.7,0.68,-0.59,81.2,0.04,53,729.5,MHK,5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:40:32,11.676,10.8,99.5,0.46,-0.76,81.7,0.04,53,729.5,MHK,5.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:40:08,12.819,11.03,104.3,0.4,-0.78,80.7,0.04,52,729.4,MHK,5.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:39:16,14.018,11.15,108.3,0.27,-0.77,80.9,0.04,53,729.4,MHK,5.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:38:50,15.141,11.1,110.5,0.39,-0.81,80.6,0.04,52,729.5,MHK,6,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:38:24,16.13,11.3,114.9,0.38,-0.71,80.2,0.04,52,729.5,MHK,6.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:37:59,17.152,11.31,117.5,0.54,-0.71,79.6,0.04,52,729.5,MHK,6.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:37:04,17.603,10.45,109.5,0.35,-0.88,79.3,0.04,52,729.5,MHK,6.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:36:38,18.433,9.48,101.1,0.38,-0.89,77.8,0.04,51,729.4,MHK,7,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:36:13,18.993,9.22,99.4,0.24,-0.93,77.1,0.04,50,729.5,MHK,7.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:35:48,19.12,9.33,100.8,0.24,-0.95,76.5,0.04,50,729.5,MHK,7.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:35:21,19.143,9.34,101,0.22,-0.98,76.8,0.04,50,729.5,MHK,7.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:34:09,19.222,9.35,101.2,0.25,-1.02,78.7,0.04,51,729.5,MHK,8,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:33:37,19.282,9.39,101.8,0.28,-0.94,78.4,0.04,51,729.6,MHK,8.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:33:10,19.322,9.41,102.1,0.31,-0.97,77.2,0.04,50,729.6,MHK,8.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:32:29,19.379,9.41,102.2,0.25,-0.97,76.5,0.04,50,729.6,MHK,8.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:32:05,19.427,9.4,102.2,0.3,-1,77.1,0.04,50,729.6,MHK,9,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:31:43,19.489,9.39,102.2,0.38,-0.98,77.3,0.04,50,729.6,MHK,9.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:31:17,19.547,9.41,102.6,0.3,-0.98,77.3,0.04,50,729.6,MHK,9.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:30:47,19.715,9.44,103.2,0.24,-1.05,76.5,0.04,50,729.5,MHK,9.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:30:21,19.75,9.44,103.3,0.23,-1.03,76.4,0.03,50,729.6,MHK,10,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:29:56,19.761,9.44,103.3,0.2,-1.06,76.3,0.03,50,729.6,MHK,10.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:29:27,19.792,9.43,103.3,0.24,-1.03,76.2,0.03,50,729.6,MHK,10.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:28:55,19.8,9.43,103.3,0.2,-1.09,76.2,0.03,50,729.6,MHK,10.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:28:29,19.808,9.43,103.3,0.21,-1.04,76.2,0.03,50,729.6,MHK,11,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:28:05,19.83,9.42,103.3,0.2,-1.06,76.3,0.03,50,729.7,MHK,11.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:27:38,19.873,9.4,103.2,0.22,-1.1,76.5,0.04,50,729.7,MHK,11.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:27:10,19.968,9.37,103,0.19,-1.09,76.8,0.04,50,729.7,MHK,11.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:26:42,20.016,9.23,101.5,0.19,-1.09,76.9,0.04,50,729.6,MHK,12,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:08:54,19.881,9.42,103.4,0.17,-1.06,72.2,0.03,47,729.7,MHK,12.25,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:08:46,19.901,9.42,103.4,0.19,-1.06,72.2,0.03,47,729.8,MHK,12.5,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:07:23,19.951,9.21,101.2,0.17,-1.11,72.4,0.03,47,729.7,MHK,12.75,NA,NA,NA,41.766,−74.158,379
9/24/2025,16:07:08,19.973,8.93,98.2,0.17,-1.07,72.2,0.03,47,729.7,MHK,13,NA,NA,NA,41.766,−74.158,379
