Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
4/30/2025,10:11:54,14.464,10.42,102.1,0.93,-0.93,NA,94.5,0.04,61,728.5,MHK,0,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:12:19,14.378,10.76,105.3,1.17,-0.71,NA,93,0.04,60,728.5,MHK,0.25,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:12:47,14.335,10.9,106.5,1.11,-0.7,NA,92.7,0.04,60,728.5,MHK,0.5,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:13:17,14.3,10.92,106.7,1.33,-0.68,NA,92.7,0.04,60,728.5,MHK,0.75,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:13:51,14.234,10.93,106.6,2.42,-0.65,NA,92.7,0.04,60,728.5,MHK,1,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:14:18,14.099,10.96,106.6,0.61,-0.61,NA,92.8,0.04,60,728.5,MHK,1.25,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:14:48,13.889,11.06,107.1,1.24,-0.7,NA,92.9,0.04,60,728.5,MHK,1.5,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:15:13,13.741,11.14,107.5,1,-0.77,NA,92.8,0.04,60,728.5,MHK,1.75,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:15:41,13.681,11.22,108.2,1.02,-0.68,NA,92.7,0.04,60,728.5,MHK,2,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:16:08,13.543,11.27,108.3,0.74,-0.83,NA,92.8,0.04,60,728.5,MHK,2.25,NA,NA,NA,41.766,−74.158,379
4/30/2025,10:16:33,13.427,11.31,108.4,0.56,-0.82,NA,92.8,0.04,60,728.5,MHK,2.5,NA,NA,NA,41.766,−74.158,379
