Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
2/26/2025,12:09:51,Mohonk,3.321,9.15,68.6,0.26,-0.03,NA,101.6,0.05,66,724.7,MHK,12,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:09:28,Mohonk,3.249,9.53,71.3,0.21,-0.09,NA,101.6,0.05,66,724.8,MHK,11.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:09:06,Mohonk,3.196,9.76,72.9,0.38,-0.09,NA,101.4,0.05,66,724.8,MHK,11.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:08:46,Mohonk,3.147,9.93,74.1,0.15,-0.08,NA,101.8,0.05,66,724.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:08:25,Mohonk,3.093,10.09,75.1,0.16,-0.09,NA,102.2,0.05,66,724.9,MHK,11,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:08:03,Mohonk,3.02,10.29,76.5,0.25,-0.02,NA,103,0.05,67,724.9,MHK,10.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:07:40,Mohonk,2.919,10.49,77.8,0.36,0.04,NA,104.3,0.05,68,724.9,MHK,10.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:07:19,Mohonk,2.853,10.57,78.2,0.4,0.02,NA,105.3,0.05,68,724.8,MHK,10.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:06:59,Mohonk,2.778,10.62,78.5,18.86,0.95,NA,106.1,0.05,69,724.8,MHK,10,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:06:38,Mohonk,2.724,10.64,78.5,0.43,0.04,NA,107,0.05,70,724.9,MHK,9.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:06:17,Mohonk,2.674,10.64,78.4,0.21,0.16,NA,107,0.05,70,724.9,MHK,9.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:05:47,Mohonk,2.638,10.6,78,0.49,0.01,NA,105.5,0.05,69,724.8,MHK,9.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:05:23,Mohonk,2.642,10.61,78.1,0.56,-0.02,NA,102.3,0.05,66,724.9,MHK,9,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:05:02,Mohonk,2.633,10.67,78.5,0.45,0.02,NA,100.8,0.05,66,724.9,MHK,8.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:04:35,Mohonk,2.621,10.79,79.4,0.68,0.07,NA,99.6,0.05,65,724.8,MHK,8.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:04:12,Mohonk,2.559,10.9,80.1,1.13,0.16,NA,98,0.05,64,724.9,MHK,8.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:03:38,Mohonk,2.53,11.05,81.1,0.79,0.11,NA,96.7,0.04,63,724.7,MHK,8,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:03:17,Mohonk,2.511,11.12,81.6,0.52,0.08,NA,96.5,0.04,63,724.8,MHK,7.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:02:55,Mohonk,2.5,11.21,82.2,0.07,0.3,NA,96.6,0.04,63,724.8,MHK,7.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:02:29,Mohonk,2.482,11.32,83,0.39,0.15,NA,96.6,0.04,63,724.9,MHK,7.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:02:09,Mohonk,2.468,11.41,83.6,0.71,0.13,NA,96.6,0.04,63,724.9,MHK,7,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:01:49,Mohonk,2.445,11.47,83.9,0.76,0.07,NA,96.7,0.04,63,724.9,MHK,6.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:01:22,Mohonk,2.428,11.53,84.4,0.34,0.01,NA,96.7,0.04,63,724.9,MHK,6.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:01:00,Mohonk,2.42,11.61,84.9,0.75,0.07,NA,96.8,0.04,63,724.9,MHK,6.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:00:30,Mohonk,2.409,11.7,85.6,0.56,0.06,NA,96.7,0.04,63,724.9,MHK,6,NA,NA,NA,41.766,-74.158,379
2/26/2025,12:00:02,Mohonk,2.394,11.75,85.9,0.39,0.02,NA,96.6,0.04,63,724.9,MHK,5.75,NA,NA,NA,41.766,-74.158,379
2/26/2025,11:59:41,Mohonk,2.391,11.76,86,0.31,0.02,NA,96.5,0.04,63,724.9,MHK,5.5,NA,NA,NA,41.766,-74.158,379
2/26/2025,11:59:11,Mohonk,2.39,11.76,85.9,0.37,0.1,NA,96.4,0.04,63,724.9,MHK,5.25,NA,NA,NA,41.766,-74.158,379
2/26/2025,11:58:34,Mohonk,2.386,11.72,85.7,0.46,-0.03,NA,96.2,0.04,63,724.9,MHK,5,NA,NA,NA,41.766,-74.158,379
2/26/2025,11:58:06,Mohonk,2.38,11.76,86,0.27,-0.04,NA,96.1,0.04,62,724.9,MHK,4.75,NA,NA,NA,41.766,-74.158,379
