Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
7/23/2025,11:33:04,6.108,1.07,8.6,0.52,0.55,86.5,0.04,56,734.9,MHK,0,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:32:43,6.145,1.5,12.1,0.21,-0.3,85.7,0.04,56,735,MHK,0.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:32:21,6.231,2.27,18.3,0.26,-0.24,84.8,0.04,55,734.9,MHK,0.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:31:51,6.326,3.67,29.7,0.34,-0.23,83.3,0.04,54,734.9,MHK,0.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:31:30,6.399,4.53,36.8,0.61,-0.11,82.4,0.04,54,734.8,MHK,1,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:31:15,6.472,4.88,39.7,0.67,0.05,82,0.04,53,734.9,MHK,1.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:30:48,6.563,5.79,47.2,1.06,0.01,81.6,0.04,53,734.9,MHK,1.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:30:30,6.677,6.29,51.4,0.91,0.08,81.6,0.04,53,734.9,MHK,1.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:30:10,6.764,6.79,55.6,0.81,-0.01,81.6,0.04,53,734.8,MHK,2,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:29:46,6.864,7.44,61.1,1.24,0.05,81.4,0.04,53,734.9,MHK,2.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:28:56,6.957,8.67,71.4,1.13,0.03,81.2,0.04,53,734.9,MHK,2.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:28:33,7.094,9.62,79.5,0.77,0.09,80.8,0.04,53,734.9,MHK,2.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:28:27,7.136,9.79,80.9,0.71,0.17,80.8,0.04,53,734.9,MHK,3,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:28:05,7.276,10.69,88.7,2.63,0.31,80.7,0.04,52,734.9,MHK,3.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:27:18,7.624,11.88,99.4,1.08,0.02,80.4,0.04,52,734.9,MHK,3.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:26:54,7.84,12.29,103.4,0.67,-0.19,80.2,0.04,52,734.9,MHK,3.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:26:30,8.116,12.66,107.2,0.97,-0.1,80,0.04,52,734.9,MHK,4,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:26:07,8.345,12.82,109.2,1.77,0.07,80,0.04,52,734.9,MHK,4.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:25:43,8.517,12.82,109.7,1.08,0.43,80.2,0.04,52,734.9,MHK,4.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:25:17,8.888,12.78,110.3,1.32,-0.11,80,0.04,52,735,MHK,4.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:24:53,9.121,12.72,110.4,0.83,-0.19,80.4,0.04,52,734.9,MHK,5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:24:28,9.505,12.83,112.4,0.69,-0.29,80.4,0.04,52,734.9,MHK,5.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:24:08,9.821,12.97,114.5,0.69,-0.09,80.2,0.04,52,735,MHK,5.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:23:46,10.081,13.04,115.8,1,-0.14,80.7,0.04,52,734.8,MHK,5.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:23:17,10.94,12.93,117.2,1.25,-0.33,80.3,0.04,52,734.9,MHK,6,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:23:11,11.194,12.94,117.9,1.05,-0.32,80.5,0.04,52,734.9,MHK,6.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:22:46,12.074,12.88,119.8,0.84,-0.53,80.6,0.04,52,734.9,MHK,6.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:22:27,12.798,12.73,120.3,0.68,-0.52,80.8,0.04,52,734.9,MHK,6.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:21:59,13.979,12.48,121.1,0.71,-0.6,80.6,0.04,52,734.9,MHK,7,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:21:31,14.889,12.61,124.8,0.66,-0.68,80.1,0.04,52,734.9,MHK,7.25,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:21:03,15.963,12.18,123.4,0.81,-0.71,79.8,0.04,52,734.9,MHK,7.5,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:20:41,17.579,11.63,121.8,0.55,-0.8,79.4,0.04,52,734.9,MHK,7.75,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:20:20,18.747,11.33,121.6,0.72,-0.77,79.4,0.04,52,734.9,MHK,8,NA,NA,NA,41.766,−74.158,379
7/23/2025,11:19:56,19.964,11.02,121.2,0.69,-0.81,78.4,0.04,51,734.9,MHK,8.25,NA,NA,NA,41.766,−74.158,379
