Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
10/16/2024,10:44:10,13.919,9.74,94.3,0.11,-0.43,NA,90.5,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:44:40,13.935,9.53,92.4,0.11,-0.45,NA,90.5,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:45:09,13.944,9.44,91.5,0.07,-0.4,NA,90.4,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:45:33,13.943,9.38,90.9,0.12,-0.41,NA,90.4,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:45:55,13.94,9.35,90.6,0.09,-0.4,NA,90.4,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:46:22,13.936,9.32,90.3,0.11,-0.39,NA,90.4,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:46:48,13.897,9.28,89.9,0.13,-0.39,NA,90.4,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:47:11,13.889,9.25,89.6,0.1,-0.4,NA,90.5,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:47:38,13.885,9.23,89.3,0.11,-0.4,NA,90.5,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
10/16/2024,10:48:03,13.882,9.22,89.3,0.14,-0.37,NA,90.5,0.04,59,728.5,MHK,NA,NA,NA,NA,41.766,−74.158,379
