Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
11/12/2025,14:25:31,Mohonk,7.97,8.23,69.5,1.38,5.54,99.5,0.05,65,719.8,MHK,11.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:25:05,Mohonk,7.97,8.29,70,1.46,4.48,99,0.05,64,719.8,MHK,11.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:24:40,Mohonk,7.974,8.4,70.9,0.19,0.68,97.7,0.05,63,719.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:24:13,Mohonk,7.973,8.42,71,0.21,0.69,97.7,0.05,63,719.8,MHK,11,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:23:44,Mohonk,7.974,8.41,71,0.28,0.7,97.8,0.05,64,719.8,MHK,10.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:23:20,Mohonk,7.973,8.42,71,0.23,0.66,97.7,0.05,63,719.8,MHK,10.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:22:56,Mohonk,7.973,8.42,71.1,0.23,0.66,97.6,0.05,63,719.8,MHK,10.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:22:30,Mohonk,7.973,8.43,71.2,0.19,0.73,97.6,0.05,63,719.8,MHK,10,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:21:54,Mohonk,7.973,8.44,71.3,0.19,0.78,97.7,0.05,63,719.8,MHK,9.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:21:28,Mohonk,7.973,8.45,71.3,0.19,0.72,97.7,0.05,63,719.8,MHK,9.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:20:54,Mohonk,7.974,8.46,71.4,0.21,0.81,97.6,0.05,63,719.8,MHK,9.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:20:23,Mohonk,7.974,8.47,71.5,0.31,0.73,97.6,0.05,63,719.8,MHK,9,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:19:55,Mohonk,7.973,8.47,71.5,0.23,0.68,97.7,0.05,63,719.8,MHK,8.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:19:28,Mohonk,7.974,8.47,71.5,0.23,0.64,97.7,0.05,63,719.8,MHK,8.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:19:03,Mohonk,7.977,8.48,71.5,0.2,0.73,97.6,0.05,63,719.8,MHK,8.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:18:26,Mohonk,7.976,8.48,71.6,0.36,0.77,97.6,0.05,63,719.8,MHK,8,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:18:03,Mohonk,7.978,8.49,71.7,0.21,0.7,97.6,0.05,63,719.8,MHK,7.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:17:31,Mohonk,7.977,8.49,71.7,0.23,0.72,97.6,0.05,63,719.8,MHK,7.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:17:03,Mohonk,7.977,8.5,71.8,0.21,0.7,97.6,0.05,63,719.9,MHK,7.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:16:34,Mohonk,7.976,8.51,71.8,0.31,0.7,97.5,0.05,63,719.9,MHK,7,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:16:05,Mohonk,7.976,8.51,71.8,0.21,0.69,97.6,0.05,63,719.8,MHK,6.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:15:39,Mohonk,7.975,8.52,71.9,0.23,0.69,97.6,0.05,63,719.8,MHK,6.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:15:11,Mohonk,7.977,8.52,71.9,0.39,0.76,97.5,0.05,63,719.9,MHK,6.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:14:41,Mohonk,7.977,8.52,72,0.18,0.73,97.5,0.05,63,719.8,MHK,6,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:14:14,Mohonk,7.972,8.53,72,0.44,0.66,97.5,0.05,63,719.9,MHK,5.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:13:50,Mohonk,7.971,8.54,72,0.28,0.72,97.5,0.05,63,719.9,MHK,5.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:13:25,Mohonk,7.971,8.54,72.1,0.3,0.73,97.4,0.05,63,719.9,MHK,5.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:12:53,Mohonk,7.971,8.55,72.2,0.2,0.67,97.5,0.05,63,719.9,MHK,5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:12:28,Mohonk,7.973,8.56,72.2,0.21,0.67,97.5,0.05,63,719.9,MHK,4.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:12:01,Mohonk,7.972,8.57,72.3,0.29,0.74,97.4,0.05,63,720,MHK,4.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:11:36,Mohonk,7.961,8.58,72.4,0.24,0.7,97.4,0.05,63,719.9,MHK,4.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:11:08,Mohonk,7.962,8.59,72.5,0.19,0.64,97.4,0.05,63,719.8,MHK,4,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:09:30,Mohonk,7.959,8.64,72.9,0.19,0.69,97.3,0.05,63,720,MHK,3.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:09:06,Mohonk,7.96,8.65,73,0.23,0.68,97.4,0.05,63,719.9,MHK,3.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:08:38,Mohonk,7.96,8.67,73.1,0.23,0.81,97.3,0.05,63,720,MHK,3.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:08:10,Mohonk,7.957,8.68,73.2,0.24,0.78,97.3,0.05,63,719.9,MHK,3,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:07:41,Mohonk,7.974,8.7,73.4,0.26,0.69,97.3,0.05,63,720,MHK,2.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:07:07,Mohonk,7.961,8.73,73.7,0.22,0.7,97.3,0.05,63,720,MHK,2.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:06:58,Mohonk,7.96,8.74,73.8,0.25,0.72,97.3,0.05,63,719.9,MHK,2.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:06:42,Mohonk,7.957,8.75,73.8,0.22,0.7,97.2,0.05,63,720,MHK,2,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:06:18,Mohonk,7.953,8.78,74.1,0.18,0.74,96.4,0.05,63,720,MHK,1.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:05:49,Mohonk,7.956,8.81,74.3,0.22,0.66,96.4,0.05,63,720.1,MHK,1.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:05:26,Mohonk,7.969,8.85,74.7,0.31,0.72,96.3,0.05,63,720.1,MHK,1.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:05:00,Mohonk,7.962,8.9,75.1,0.19,0.68,96.2,0.05,63,720.1,MHK,1,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:04:29,Mohonk,7.955,8.97,75.7,0.18,0.67,96.2,0.05,63,719.9,MHK,0.75,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:04:03,Mohonk,7.957,9.06,76.5,0.17,0.63,96.2,0.04,63,719.9,MHK,0.5,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:03:37,Mohonk,7.964,9.21,77.7,0.44,0.84,96.1,0.04,62,720.1,MHK,0.25,NA,NA,NA,41.766,-74.158,379
11/12/2025,14:03:07,Mohonk,7.964,9.53,80.4,0.15,0.62,96.1,0.04,62,720.1,MHK,0,NA,NA,NA,41.766,-74.158,379
