Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
4/22/2025,10:19:59,5.633,10.44,83.1,1.22,-0.21,NA,95.6,0.04,62,727,MHK,0,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:19:29,5.65,10.55,84,0.87,-0.34,NA,95.5,0.04,62,727,MHK,0.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:18:58,5.662,10.64,84.7,0.83,-0.33,NA,95.5,0.04,62,727,MHK,0.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:18:36,5.68,10.7,85.3,0.8,-0.39,NA,95.4,0.04,62,727.1,MHK,0.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:18:06,5.696,10.76,85.8,0.51,-0.43,NA,95.3,0.04,62,727,MHK,1,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:17:19,5.739,10.91,87.1,0.63,-0.36,NA,95.2,0.04,62,727,MHK,1.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:16:22,5.809,10.98,87.8,0.44,-0.2,NA,95.2,0.04,62,727,MHK,1.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:15:09,5.858,11.03,88.3,0.56,-0.42,NA,95,0.04,62,727.1,MHK,1.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:14:36,5.866,11.06,88.5,0.45,-0.41,NA,95,0.04,62,727,MHK,2,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:13:52,5.919,11.17,89.6,0.4,-0.46,NA,94.8,0.04,62,727.1,MHK,2.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:13:24,5.94,11.22,90,0.53,-0.43,NA,94.8,0.04,62,727,MHK,2.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:12:56,5.948,11.26,90.4,0.43,-0.43,NA,94.8,0.04,62,727.1,MHK,2.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:12:33,5.972,11.29,90.6,0.6,-0.41,NA,94.8,0.04,62,727.1,MHK,3,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:12:07,5.99,11.32,90.9,0.57,-0.44,NA,94.8,0.04,62,727.1,MHK,3.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:11:54,5.993,11.34,91.1,0.51,-0.43,NA,94.7,0.04,62,727.1,MHK,3.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:11:42,5.999,11.36,91.2,0.5,-0.41,NA,94.8,0.04,62,727.1,MHK,3.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:11:08,6.02,11.44,91.9,0.4,-0.46,NA,94.8,0.04,62,727.3,MHK,4,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:10:44,6.045,11.49,92.4,0.46,-0.48,NA,94.7,0.04,62,727.1,MHK,4.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:10:19,6.069,11.51,92.6,0.6,-0.46,NA,94.7,0.04,62,727.2,MHK,4.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:09:53,6.116,11.52,92.9,0.62,-0.46,NA,94.6,0.04,62,727.1,MHK,4.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:09:26,6.14,11.54,93,0.48,-0.49,NA,94.5,0.04,61,727.1,MHK,5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:08:56,6.193,11.55,93.3,0.52,-0.49,NA,94.6,0.04,62,727,MHK,5.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:08:21,6.256,11.57,93.5,0.68,-0.44,NA,94.7,0.04,62,727,MHK,5.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:07:44,6.368,11.6,94.1,0.52,-0.53,NA,94.7,0.04,62,727,MHK,5.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:07:21,6.424,11.65,94.6,0.47,-0.54,NA,94.8,0.04,62,727.1,MHK,6,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:06:56,6.589,11.73,95.7,0.39,-0.56,NA,94.8,0.04,62,727,MHK,6.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:06:29,6.958,11.82,97.3,0.4,-0.57,NA,94.5,0.04,61,727,MHK,6.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:06:04,7.113,11.88,98.2,0.48,-0.59,NA,94.4,0.04,61,727.2,MHK,6.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:05:33,7.292,11.92,99,0.39,-0.59,NA,94.4,0.04,61,727.1,MHK,7,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:05:06,7.535,11.94,99.7,0.44,-0.62,NA,94.4,0.04,61,727,MHK,7.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:04:33,7.932,11.87,100.1,0.51,-0.63,NA,95,0.04,62,727.1,MHK,7.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:04:09,8.782,11.83,101.9,0.49,-0.62,NA,94.2,0.04,61,727.2,MHK,7.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:03:34,9.2,11.85,103,0.99,-0.53,NA,93.8,0.04,61,727,MHK,8,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:02:41,9.249,11.85,103.2,0.67,-0.59,NA,93.8,0.04,61,727.2,MHK,8.25,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:02:10,9.296,11.84,103.2,0.74,-0.56,NA,93.8,0.04,61,727.2,MHK,8.5,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:01:44,9.336,11.84,103.3,0.62,-0.56,NA,93.8,0.04,61,727,MHK,8.75,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:01:05,9.376,11.85,103.5,0.98,-0.51,NA,93.8,0.04,61,727.1,MHK,9,NA,NA,NA,41.766,−74.158,379
4/22/2025,10:00:37,9.399,11.87,103.7,0.73,-0.49,NA,93.8,0.04,61,727.1,MHK,9.25,NA,NA,NA,41.766,−74.158,379
