Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
10/15/2025,11:30:31,Mohonk,14.647,9.29,91.5,0.43,1,92.4,0.04,60,728.1,MHK,4,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:30:01,Mohonk,14.651,9.3,91.5,0.29,0.94,92.4,0.04,60,728.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:29:36,Mohonk,14.658,9.31,91.6,0.33,0.95,90.6,0.04,59,728,MHK,3.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:29:11,Mohonk,14.67,9.31,91.7,0.36,0.98,90.4,0.04,59,728,MHK,3.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:28:45,Mohonk,14.678,9.31,91.7,0.41,1.02,90.3,0.04,59,728,MHK,3,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:28:24,Mohonk,14.702,9.32,91.8,0.39,0.98,90.2,0.04,59,727.9,MHK,2.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:27:57,Mohonk,14.711,9.33,91.9,0.34,0.95,90.1,0.04,59,728,MHK,2.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:27:35,Mohonk,14.714,9.34,92,0.29,0.94,89.7,0.04,58,728.1,MHK,2.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:27:10,Mohonk,14.72,9.35,92.2,0.35,1.04,89.6,0.04,58,727.9,MHK,2,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:26:46,Mohonk,14.723,9.35,92.2,0.23,0.87,89.5,0.04,58,728.1,MHK,1.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:26:14,Mohonk,14.73,9.35,92.2,0.23,1.03,89.3,0.04,58,728,MHK,1.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:25:47,Mohonk,14.731,9.36,92.3,0.23,0.92,89.1,0.04,58,728.1,MHK,1.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:25:16,Mohonk,14.734,9.36,92.3,0.24,0.92,89,0.04,58,728,MHK,1,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:24:48,Mohonk,14.751,9.37,92.5,0.37,0.94,88.8,0.04,58,728,MHK,0.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:24:08,Mohonk,14.776,9.39,92.6,0.25,0.9,88.8,0.04,58,728,MHK,0.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:23:39,Mohonk,14.811,9.41,93,0.24,0.93,88.6,0.04,58,728.1,MHK,0.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:23:09,Mohonk,14.835,9.46,93.5,0.17,0.86,82.9,0.04,54,728.2,MHK,0,NA,NA,NA,41.766,-74.158,379
