Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
10/15/2025,11:47:12,Mohonk,6.494,0.42,3.4,1.17,5.6,122.9,0.06,80,727.9,MHK,12.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:46:47,Mohonk,6.515,0.43,3.5,0.31,2.34,115.1,0.05,75,727.9,MHK,12,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:46:21,Mohonk,6.535,0.45,3.6,0.1,1.04,112.7,0.05,73,727.9,MHK,11.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:45:52,Mohonk,6.67,0.48,3.9,0.09,1.01,110.2,0.05,72,727.9,MHK,11.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:45:23,Mohonk,6.795,0.52,4.3,0.11,0.99,109,0.05,71,727.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:45:03,Mohonk,6.914,0.57,4.7,0.08,0.99,108.1,0.05,70,727.9,MHK,11,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:44:39,Mohonk,7.026,0.66,5.4,0.08,0.95,107.5,0.05,70,728,MHK,10.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:44:16,Mohonk,7.229,0.8,6.6,0.04,0.95,105.8,0.05,69,728,MHK,10.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:43:50,Mohonk,7.39,1.08,9,0.07,0.9,104.2,0.05,68,727.9,MHK,10.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:43:26,Mohonk,7.799,1.52,12.8,0.12,0.93,103.2,0.05,67,728,MHK,10,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:43:03,Mohonk,8.028,2.15,18.2,0.1,0.89,102.8,0.05,67,727.9,MHK,9.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:42:37,Mohonk,8.29,3.03,25.8,0.12,1.1,102,0.05,66,727.9,MHK,9.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:42:13,Mohonk,8.574,3.83,32.8,0.34,1.1,101.1,0.05,66,727.9,MHK,9.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:41:46,Mohonk,8.821,4.54,39.1,0.8,1.12,100.8,0.05,65,728,MHK,9,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:41:14,Mohonk,9.097,5.44,47.2,0.64,1.02,100.3,0.05,65,728,MHK,8.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:40:47,Mohonk,9.571,6.11,53.6,0.52,0.87,99.8,0.05,65,727.9,MHK,8.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:40:22,Mohonk,9.979,6.72,59.6,0.55,1.04,100,0.05,65,727.9,MHK,8.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:39:54,Mohonk,10.956,7.58,68.7,0.91,1.13,100,0.05,65,727.9,MHK,8,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:39:29,Mohonk,11.923,8.26,76.5,0.33,0.92,99.5,0.05,65,727.9,MHK,7.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:39:04,Mohonk,12.752,8.72,82.3,0.39,0.85,98.1,0.05,64,727.9,MHK,7.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:38:36,Mohonk,13.718,8.84,85.3,0.27,0.88,95.4,0.04,62,727.9,MHK,7.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:38:13,Mohonk,14.087,8.84,86,0.3,0.88,94.5,0.04,61,727.9,MHK,7,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:35:33,Mohonk,14.338,9.09,88.9,0.24,0.94,93.9,0.04,61,728,MHK,6.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:35:04,Mohonk,14.542,9.19,90.3,0.21,0.92,93.6,0.04,61,728,MHK,6.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:34:39,Mohonk,14.602,9.25,90.9,0.53,1.15,93.4,0.04,61,728,MHK,6.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:34:17,Mohonk,14.618,9.28,91.3,0.19,0.92,93.3,0.04,61,727.9,MHK,6,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:33:54,Mohonk,14.619,9.29,91.4,0.2,0.83,93.2,0.04,61,727.9,MHK,5.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:33:28,Mohonk,14.626,9.29,91.4,0.23,0.93,93.2,0.04,61,727.9,MHK,5.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:32:58,Mohonk,14.636,9.29,91.4,0.23,0.96,93.2,0.04,61,728,MHK,5.25,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:32:31,Mohonk,14.638,9.29,91.4,0.19,0.97,93.1,0.04,61,728,MHK,5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:32:03,Mohonk,14.64,9.28,91.4,0.23,0.87,92.9,0.04,60,728,MHK,4.75,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:31:26,Mohonk,14.641,9.28,91.3,0.23,0.93,92.9,0.04,60,728,MHK,4.5,NA,NA,NA,41.766,-74.158,379
10/15/2025,11:30:55,Mohonk,14.649,9.29,91.4,0.17,0.92,92.8,0.04,60,728,MHK,4.25,NA,NA,NA,41.766,-74.158,379
