Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
3/26/2025,11:02:05,5.464,11.62,92.1,0.16,-0.62,NA,54,0.02,35,727.2,MHK,0,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:02:29,5.421,11.77,93.2,0.13,-0.58,NA,53.9,0.02,35,727.3,MHK,0.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:03:09,5.311,11.88,93.8,0.13,-0.52,NA,53.4,0.02,35,727.2,MHK,0.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:03:43,5.102,11.95,93.8,0.27,-0.43,NA,94.3,0.04,61,727.2,MHK,0.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:04:13,5.031,11.97,93.9,0.35,-0.36,NA,93.8,0.04,61,727.2,MHK,1,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:04:40,4.971,12,93.9,0.4,-0.36,NA,93.9,0.04,61,727.2,MHK,1.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:05:05,4.872,12,93.7,0.62,-0.28,NA,94.1,0.04,61,727.3,MHK,1.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:05:31,4.803,12.02,93.7,0.72,-0.27,NA,94.1,0.04,61,727.2,MHK,1.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:05:56,4.753,12.02,93.6,0.69,-0.23,NA,94.1,0.04,61,727.2,MHK,2,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:06:17,4.723,12.02,93.5,0.81,-0.22,NA,94,0.04,61,727.2,MHK,2.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:06:43,4.693,12.02,93.4,0.96,-0.19,NA,94.2,0.04,61,727.1,MHK,2.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:07:10,4.691,12.02,93.4,0.86,-0.21,NA,94.1,0.04,61,727.1,MHK,2.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:07:36,4.707,12,93.2,0.95,-0.15,NA,94.2,0.04,61,727.2,MHK,3,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:08:02,4.719,11.98,93.1,0.95,-0.15,NA,94.3,0.04,61,727,MHK,3.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:08:31,4.726,11.96,93,0.72,-0.17,NA,94.3,0.04,61,727.1,MHK,3.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:09:00,4.723,11.96,93,0.93,-0.15,NA,94.3,0.04,61,727.1,MHK,3.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:09:27,4.623,11.95,92.7,0.92,-0.18,NA,94.6,0.04,61,727.1,MHK,4,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:09:54,4.581,11.92,92.4,0.88,-0.16,NA,94.6,0.04,62,727.2,MHK,4.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:10:21,4.526,11.91,92.1,1.05,-0.14,NA,94.5,0.04,61,727.1,MHK,4.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:11:03,4.499,11.9,92,0.98,-0.16,NA,94.7,0.04,62,727.1,MHK,4.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:11:24,4.485,11.89,91.9,1.21,-0.13,NA,94.7,0.04,62,727.1,MHK,5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:11:57,4.48,11.74,90.7,1.05,-0.12,NA,94.7,0.04,62,727.1,MHK,5.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:12:23,4.485,11.62,89.8,0.88,-0.08,NA,94.7,0.04,62,727.1,MHK,5.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:13:04,4.481,11.53,89.1,1.23,-0.03,NA,94.8,0.04,62,727.2,MHK,5.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:13:31,4.477,11.49,88.8,0.99,-0.11,NA,94.8,0.04,62,727.2,MHK,6,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:13:58,4.482,11.46,88.6,1.07,-0.09,NA,94.9,0.04,62,727.2,MHK,6.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:14:22,4.482,11.44,88.4,1.22,-0.09,NA,94.9,0.04,62,727.2,MHK,6.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:14:48,4.484,11.43,88.3,1.37,-0.05,NA,95,0.04,62,727.1,MHK,6.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:15:17,4.484,11.42,88.2,1.09,0.02,NA,95,0.04,62,727.2,MHK,7,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:15:43,4.481,11.41,88.1,1.05,-0.06,NA,95,0.04,62,727.2,MHK,7.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:16:08,4.484,11.4,88.1,1.2,-0.1,NA,95,0.04,62,727.1,MHK,7.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:16:51,4.457,11.39,87.9,1.07,-0.11,NA,95.1,0.04,62,727.1,MHK,7.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:17:19,4.46,11.37,87.8,1.06,-0.09,NA,95.1,0.04,62,727.1,MHK,8,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:17:48,4.462,11.36,87.8,1.34,-0.07,NA,95.1,0.04,62,727.2,MHK,8.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:18:13,4.463,11.36,87.7,1.17,-0.06,NA,95.1,0.04,62,727.1,MHK,8.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:18:42,4.457,11.35,87.7,1.19,0.02,NA,95.2,0.04,62,727,MHK,8.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:19:20,4.454,11.34,87.6,1.56,0.18,NA,95.1,0.04,62,727,MHK,9,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:19:48,4.446,11.34,87.6,0.93,-0.11,NA,95.2,0.04,62,727,MHK,9.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:20:10,4.439,11.33,87.5,0.98,-0.15,NA,95.2,0.04,62,727.1,MHK,9.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:20:44,4.444,11.33,87.4,0.7,0.05,NA,95.2,0.04,62,727.2,MHK,9.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:21:13,4.442,11.32,87.4,1.36,-0.07,NA,95.3,0.04,62,727.1,MHK,10,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:21:38,4.431,11.32,87.4,1.06,-0.11,NA,95.2,0.04,62,727.2,MHK,10.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:22:06,4.41,11.31,87.2,1.1,-0.09,NA,95.3,0.04,62,727.2,MHK,10.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:22:33,4.391,11.28,86.9,0.87,-0.15,NA,95.4,0.04,62,727.1,MHK,10.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:23:03,4.389,11.25,86.7,1.02,-0.13,NA,95.5,0.04,62,727.2,MHK,11,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:23:24,4.393,11.24,86.7,1.23,-0.06,NA,95.4,0.04,62,727.2,MHK,11.25,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:23:44,4.404,11.24,86.7,1.34,-0.1,NA,95.4,0.04,62,727.3,MHK,11.5,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:24:06,4.402,11.24,86.7,0.98,-0.14,NA,95.4,0.04,62,727.1,MHK,11.75,NA,NA,NA,41.766,−74.158,379
3/26/2025,11:24:27,4.398,11.23,86.6,0.93,-0.15,NA,95.5,0.04,62,727.1,MHK,12,NA,NA,NA,41.766,−74.158,379
