Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
6/12/2024,11:18:41,5.532,5.55,44.1,0.18,0.61,6.72,86.3,0.04,56,730,MHK,0,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:18:34,5.543,5.8,46,0.23,0.62,6.74,86,0.04,56,730,MHK,0.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:18:25,5.576,5.95,47.3,0.2,0.61,6.76,85.8,0.04,56,730,MHK,0.5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:18:18,5.592,6.08,48.4,0.17,0.63,6.78,85.8,0.04,56,730,MHK,0.75,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:52,5.625,6.74,53.7,0.28,0.62,6.84,85.7,0.04,56,730,MHK,1,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:42,5.665,7.04,56.1,0.22,0.61,6.88,85.7,0.04,56,730,MHK,1.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:30,5.743,7.49,59.8,0.35,0.77,6.92,85.7,0.04,56,729.9,MHK,1.5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:23,5.839,7.8,62.4,0.66,0.88,6.95,85.9,0.04,56,730,MHK,1.75,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:13,5.946,8.14,65.3,1.01,1.04,6.99,85.9,0.04,56,730,MHK,2,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:17:06,6.047,8.32,67,1.1,1.09,7.02,85.7,0.04,56,730,MHK,2.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:16:57,6.08,8.44,67.9,1.2,1.11,7.05,85.7,0.04,56,730,MHK,2.5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:58,6.233,10.59,85.6,0.77,1.13,7.33,84.8,0.04,55,730,MHK,2.75,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:44,6.285,11.64,94.2,1,1.12,7.51,84.5,0.04,55,730,MHK,3,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:36,6.421,12.38,100.5,1.38,1.3,7.54,84.3,0.04,55,730,MHK,3.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:29,6.528,12.45,101.4,1.46,1.44,7.56,84.4,0.04,55,730,MHK,3.5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:19,6.689,12.46,101.9,1.99,1.43,7.57,84.3,0.04,55,730,MHK,3.75,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:15:04,6.951,12.43,102.3,1.99,0.97,7.58,84.1,0.04,55,730,MHK,4,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:14:56,7.24,12.43,103.1,1,0.79,7.59,84.2,0.04,55,730,MHK,4.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:14:48,7.439,12.49,104,0.87,0.82,7.61,84.3,0.04,55,730,MHK,4.5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:14:15,7.988,12.63,106.7,0.81,0.59,7.66,84.1,0.04,55,730,MHK,4.75,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:14:07,8.415,12.6,107.5,0.72,0.53,7.67,84,0.04,55,730,MHK,5,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:14:00,8.696,12.6,108.3,0.64,0.48,7.68,84,0.04,55,730,MHK,5.25,NA,NA,NA,41.766,−74.158,379
6/12/2024,11:13:51,9.227,12.65,110.1,0.64,0.52,7.69,84.1,0.04,55,730,MHK,5.5,NA,NA,NA,41.766,−74.158,379
