sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
32,0,07/03/2024,23.3,8.76,106.1
32,1,07/03/2024,23.4,8.74,106.5
32,2,07/03/2024,23.5,8.7,106.1
32,3,07/03/2024,23,8.65,104.5
32,4,07/03/2024,22.3,8.84,105.5
32,5,07/03/2024,18.2,11.18,122.8
32,6,07/03/2024,15.6,11.35,118.3
32,7,07/03/2024,10.9,11.22,105.3
32,8,07/03/2024,8.8,9.98,89
32,9,07/03/2024,6.9,6.49,55.2
32,10,07/03/2024,6.2,4.24,35.5
32,11,07/03/2024,5.9,2.97,24.7
32,12,07/03/2024,5.9,0.86,7.2
