lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,2/26/2025,11:49:17,0,0.586,11.81,82.1,0.42,-0.34,NA,NA,NA,44.6,0.02,29,NA,41.76793,-74.15553,377,724.7
MHK,2/26/2025,11:49:58,0.25,0.277,13.06,90,0.02,-0.38,NA,NA,NA,76.4,0.03,50,NA,41.76806,-74.15536,378.4,724.7
MHK,2/26/2025,11:50:53,0.5,1.434,13.15,93.7,1.21,-0.05,NA,NA,NA,98.1,0.05,64,NA,41.76794,-74.15546,381,724.8
MHK,2/26/2025,11:51:15,0.75,1.482,13.46,95.9,0.93,0,NA,NA,NA,99.9,0.05,65,NA,41.76793,-74.15549,381.4,724.7
MHK,2/26/2025,11:51:37,1,2.035,13.34,96.6,0.77,0,NA,NA,NA,97.1,0.05,63,NA,41.76793,-74.15548,378.3,724.8
MHK,2/26/2025,11:51:58,1.25,2.253,13,94.7,0.57,-0.02,NA,NA,NA,95.7,0.04,62,NA,41.76794,-74.15549,374.6,724.9
MHK,2/26/2025,11:52:18,1.5,2.315,12.74,92.9,0.48,-0.02,NA,NA,NA,95.4,0.04,62,NA,41.76793,-74.15551,374.9,724.9
MHK,2/26/2025,11:52:47,1.75,2.334,12.51,91.3,0.24,-0.05,NA,NA,NA,95.3,0.04,62,NA,41.76791,-74.1555,376.6,724.9
MHK,2/26/2025,11:53:08,2,2.349,12.4,90.5,0.9,0.04,NA,NA,NA,95.3,0.04,62,NA,41.76792,-74.15552,377.1,724.9
MHK,2/26/2025,11:53:30,2.25,2.357,12.33,90,0.51,0.01,NA,NA,NA,95.2,0.04,62,NA,41.76792,-74.15553,378.5,724.9
MHK,2/26/2025,11:53:50,2.5,2.361,12.28,89.7,0.53,0.01,NA,NA,NA,95.3,0.04,62,NA,41.76793,-74.15551,378,724.9
MHK,2/26/2025,11:54:11,2.75,2.364,12.24,89.4,0.62,0.09,NA,NA,NA,95.4,0.04,62,NA,41.76794,-74.15552,377.5,724.9
MHK,2/26/2025,11:54:38,3,2.372,12.19,89.1,0.63,0.08,NA,NA,NA,95.4,0.04,62,NA,41.76794,-74.15551,374.7,724.9
MHK,2/26/2025,11:55:04,3.25,2.373,12.13,88.6,0.56,0.01,NA,NA,NA,95.5,0.04,62,NA,41.76794,-74.15553,375.7,724.9
MHK,2/26/2025,11:55:31,3.5,2.368,12.07,88.2,0.48,0.03,NA,NA,NA,95.6,0.04,62,NA,41.76793,-74.15554,377.5,724.9
MHK,2/26/2025,11:55:55,3.75,2.371,12.01,87.8,0.5,0.03,NA,NA,NA,95.8,0.04,62,NA,41.76793,-74.15553,376.7,724.9
MHK,2/26/2025,11:56:31,4,2.37,11.92,87.1,0.32,-0.07,NA,NA,NA,95.9,0.04,62,NA,41.76793,-74.15554,380.9,725
MHK,2/26/2025,11:56:54,4.25,2.374,11.87,86.8,0.24,-0.04,NA,NA,NA,95.9,0.04,62,NA,41.76792,-74.15555,383.6,724.9
MHK,2/26/2025,11:57:33,4.5,2.377,11.82,86.4,0.62,0.06,NA,NA,NA,96.1,0.04,62,NA,41.76793,-74.15553,382.7,724.9
MHK,2/26/2025,11:58:06,4.75,2.38,11.76,86,0.27,-0.04,NA,NA,NA,96.1,0.04,62,NA,41.76792,-74.15553,382.7,724.9
MHK,2/26/2025,11:58:34,5,2.386,11.72,85.7,0.46,-0.03,NA,NA,NA,96.2,0.04,63,NA,41.76789,-74.15555,385.5,724.9
MHK,2/26/2025,11:59:11,5.25,2.39,11.76,85.9,0.37,0.1,NA,NA,NA,96.4,0.04,63,NA,41.7679,-74.15553,385.3,724.9
MHK,2/26/2025,11:59:41,5.5,2.391,11.76,86,0.31,0.02,NA,NA,NA,96.5,0.04,63,NA,41.76788,-74.15554,381.5,724.9
MHK,2/26/2025,12:00:02,5.75,2.394,11.75,85.9,0.39,0.02,NA,NA,NA,96.6,0.04,63,NA,41.76786,-74.15556,383.3,724.9
MHK,2/26/2025,12:00:30,6,2.409,11.7,85.6,0.56,0.06,NA,NA,NA,96.7,0.04,63,NA,41.7678,-74.15559,387.2,724.9
MHK,2/26/2025,12:01:00,6.25,2.42,11.61,84.9,0.75,0.07,NA,NA,NA,96.8,0.04,63,NA,41.76784,-74.15558,385.8,724.9
MHK,2/26/2025,12:01:22,6.5,2.428,11.53,84.4,0.34,0.01,NA,NA,NA,96.7,0.04,63,NA,41.76784,-74.15557,384.5,724.9
MHK,2/26/2025,12:01:49,6.75,2.445,11.47,83.9,0.76,0.07,NA,NA,NA,96.7,0.04,63,NA,41.76783,-74.15558,385.1,724.9
MHK,2/26/2025,12:02:09,7,2.468,11.41,83.6,0.71,0.13,NA,NA,NA,96.6,0.04,63,NA,41.76785,-74.15559,384.8,724.9
MHK,2/26/2025,12:02:29,7.25,2.482,11.32,83,0.39,0.15,NA,NA,NA,96.6,0.04,63,NA,41.76789,-74.15558,385.7,724.9
MHK,2/26/2025,12:02:55,7.5,2.5,11.21,82.2,0.07,0.3,NA,NA,NA,96.6,0.04,63,NA,41.76791,-74.15556,383.6,724.8
MHK,2/26/2025,12:03:17,7.75,2.511,11.12,81.6,0.52,0.08,NA,NA,NA,96.5,0.04,63,NA,41.76789,-74.15556,384.3,724.8
MHK,2/26/2025,12:03:38,8,2.53,11.05,81.1,0.79,0.11,NA,NA,NA,96.7,0.04,63,NA,41.76793,-74.15557,382.9,724.7
