lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,6/25/2024,15:40:25,0,24.979,8.66,104.7,0.15,-0.49,NA,7.14,NA,92.1,0.04,60,NA,0,0,0,726.2
MHK,6/25/2024,15:40:55,0.25,24.827,8.68,104.7,0.16,-0.51,NA,7.28,NA,91.3,0.04,59,NA,0,0,0,726.2
MHK,6/25/2024,15:41:27,0.5,24.76,8.71,104.9,0.17,-0.49,NA,7.4,NA,91,0.04,59,NA,0,0,0,726.3
MHK,6/25/2024,15:42:04,0.75,24.748,8.71,105,0.16,-0.39,NA,7.5,NA,91,0.04,59,NA,0,0,0,726.3
MHK,6/25/2024,15:42:38,1,24.741,8.67,104.4,0.21,-0.46,NA,7.49,NA,91,0.04,59,NA,0,0,0,726.1
MHK,6/25/2024,15:43:14,1.25,24.735,8.65,104.1,0.21,-0.47,NA,7.52,NA,91,0.04,59,NA,0,0,0,726.3
MHK,6/25/2024,15:43:44,1.5,24.693,8.64,104,0.2,-0.46,NA,7.53,NA,91,0.04,59,NA,0,0,0,726.2
MHK,6/25/2024,15:44:15,1.75,24.01,8.62,102.5,0.15,-0.45,NA,7.53,NA,91.3,0.04,59,NA,0,0,0,726.3
MHK,6/25/2024,15:44:47,2,23.589,8.67,102.2,0.26,-0.44,NA,7.54,NA,91.1,0.04,59,NA,0,0,0,726.1
MHK,6/25/2024,15:45:25,2.25,23.5,8.73,102.8,0.22,-0.42,NA,7.57,NA,90.8,0.04,59,NA,0,0,0,726.1
MHK,6/25/2024,15:46:01,2.5,23.432,8.73,102.6,0.17,-0.45,NA,7.58,NA,90.7,0.04,59,NA,0,0,0,726.2
MHK,6/25/2024,15:46:29,2.75,23.397,8.74,102.7,0.18,-0.44,NA,7.59,NA,90.7,0.04,59,NA,41.76791,-74.15562,422.7,726.2
MHK,6/25/2024,15:47:02,3,23.335,8.73,102.5,0.18,-0.42,NA,7.59,NA,90.7,0.04,59,NA,41.76786,-74.15556,384.8,726.2
MHK,6/25/2024,15:47:40,3.25,23.267,8.69,101.9,0.25,-0.38,NA,7.58,NA,90.8,0.04,59,NA,41.76786,-74.15557,388.7,726.2
MHK,6/25/2024,15:48:15,3.5,22.654,8.73,101.1,0.33,-0.32,NA,7.54,NA,91.3,0.04,59,NA,41.76788,-74.15559,386.3,726.1
MHK,6/25/2024,15:48:52,3.75,21.215,9.23,104.1,0.36,-0.32,NA,7.44,NA,91.7,0.04,60,NA,41.76786,-74.15556,376,726.1
MHK,6/25/2024,15:49:34,4,19.503,10.53,114.7,0.32,-0.3,NA,7.39,NA,91.9,0.04,60,NA,41.76788,-74.15556,380.2,726.1
MHK,6/25/2024,15:50:10,4.25,18.491,11.19,119.4,0.36,-0.26,NA,7.41,NA,91.1,0.04,59,NA,41.76788,-74.1556,382.5,726.1
MHK,6/25/2024,15:50:47,4.5,17.515,11.84,123.8,0.38,-0.11,NA,7.46,NA,90.9,0.04,59,NA,41.76787,-74.15556,393.7,726.1
MHK,6/25/2024,15:51:16,4.75,16.697,12.32,126.7,0.39,-0.15,NA,7.54,NA,91,0.04,59,NA,41.76788,-74.15557,385.3,726.1
MHK,6/25/2024,15:51:55,5,15.214,12.67,126.2,0.37,-0.14,NA,7.6,NA,90.7,0.04,59,NA,41.76786,-74.15557,392,726.1
MHK,6/25/2024,15:52:32,5.25,14.494,12.91,126.7,0.44,-0.07,NA,7.64,NA,90.6,0.04,59,NA,41.76781,-74.15553,392.5,726.1
MHK,6/25/2024,15:53:12,5.5,13.066,13.1,124.6,0.49,-0.07,NA,7.67,NA,90.4,0.04,59,NA,41.76783,-74.15551,376.9,726.1
MHK,6/25/2024,15:53:53,5.75,12.297,13.19,123.3,0.4,-0.03,NA,7.66,NA,90.1,0.04,59,NA,41.76785,-74.15556,380.2,726.1
MHK,6/25/2024,15:54:26,6,12.006,13.24,122.9,0.47,0.13,NA,7.65,NA,90.2,0.04,59,NA,41.76783,-74.15554,377.3,726.2
MHK,6/25/2024,15:55:11,6.25,11.163,13.31,121.1,0.45,0.03,NA,7.64,NA,90.2,0.04,59,NA,41.76787,-74.15556,381.8,726.1
MHK,6/25/2024,15:55:48,6.5,10.674,13.24,119.2,0.61,0.17,NA,7.62,NA,90.2,0.04,59,NA,41.76785,-74.15554,381.5,726.2
MHK,6/25/2024,15:56:26,6.75,9.943,13.26,117.3,0.7,0.18,NA,7.58,NA,90.5,0.04,59,NA,41.76788,-74.15555,388.8,726.2
MHK,6/25/2024,15:57:08,7,9.356,13.08,114.2,0.46,0.13,NA,7.51,NA,90.5,0.04,59,NA,41.76789,-74.15547,380.3,726.1
MHK,6/25/2024,15:57:29,7.25,8.986,13,112.5,0.61,0.19,NA,7.47,NA,90.9,0.04,59,NA,41.76786,-74.15555,384.8,726
MHK,6/25/2024,15:58:14,7.5,8.377,12.52,106.8,0.55,0.23,NA,7.36,NA,91.3,0.04,59,NA,41.76788,-74.15556,383.5,726.1
MHK,6/25/2024,15:58:47,7.75,7.797,12.27,103.1,0.43,0.19,NA,7.29,NA,90.9,0.04,59,NA,41.76786,-74.15557,388.9,726.1
MHK,6/25/2024,15:59:23,8,7.378,12.01,99.9,0.36,0.21,NA,7.23,NA,91.3,0.04,59,NA,41.76787,-74.15554,387.2,726.1
MHK,6/25/2024,16:00:05,8.25,7.115,11.42,94.3,0.31,0.21,NA,7.13,NA,91.3,0.04,59,NA,41.76789,-74.15555,387.3,726.1
MHK,6/25/2024,16:00:49,8.5,6.874,10.77,88.4,0.33,0.24,NA,7.02,NA,91.4,0.04,59,NA,41.76792,-74.15559,391.6,726.1
MHK,6/25/2024,16:01:26,8.75,6.684,10.25,83.8,0.25,0.21,NA,6.94,NA,91.6,0.04,60,NA,41.76785,-74.15559,386.1,726.2
MHK,6/25/2024,16:02:06,9,6.585,9.66,78.8,0.23,0.23,NA,6.87,NA,91.5,0.04,59,NA,41.76788,-74.15556,396.1,726.1
MHK,6/25/2024,16:02:56,9.25,6.432,9.39,76.3,0.27,0.26,NA,6.81,NA,91.6,0.04,60,NA,41.76788,-74.15559,393.8,726.2
MHK,6/25/2024,16:03:48,9.5,6.304,8.7,70.5,0.29,0.24,NA,6.74,NA,91.7,0.04,60,NA,41.76787,-74.15556,386.1,726.1
MHK,6/25/2024,16:04:19,9.75,6.17,7.98,64.4,0.19,0.24,NA,6.68,NA,92.2,0.04,60,NA,41.76788,-74.15561,388.8,726.1
MHK,6/25/2024,16:05:12,10,6.047,6.4,51.5,0.15,0.22,NA,6.58,NA,92.7,0.04,60,NA,41.76793,-74.15559,390.3,726.1
MHK,6/25/2024,16:05:50,10.25,5.96,5.79,46.4,0.14,0.21,NA,6.53,NA,92.8,0.04,60,NA,41.76792,-74.15559,387,726.1
MHK,6/25/2024,16:06:21,10.5,5.856,5.52,44.2,0.09,0.21,NA,6.51,NA,92.8,0.04,60,NA,41.7679,-74.15558,384,726.1
MHK,6/25/2024,16:07:06,10.75,5.738,4.92,39.3,0.13,0.22,NA,6.47,NA,92.9,0.04,60,NA,41.76787,-74.15557,380.6,726.2
MHK,6/25/2024,16:07:39,11,5.701,4.42,35.2,0.13,0.24,NA,6.45,NA,93.1,0.04,61,NA,41.76786,-74.15556,382.3,726.2
MHK,6/25/2024,16:08:14,11.25,5.667,3.89,31,0.11,0.24,NA,6.42,NA,93.6,0.04,61,NA,41.76788,-74.15557,384.4,726.1
MHK,6/25/2024,16:08:52,11.5,5.655,3.52,28.1,0.09,0.25,NA,6.41,NA,93.7,0.04,61,NA,41.76789,-74.15559,380.5,726
MHK,6/25/2024,16:09:25,11.75,5.659,3.05,24.3,0.11,0.25,NA,6.39,NA,94.3,0.04,61,NA,41.76789,-74.15558,382,726.2
MHK,6/25/2024,16:09:56,12,5.653,2.59,20.6,0.09,0.23,NA,6.37,NA,94.9,0.04,62,NA,41.76788,-74.15556,380.7,726.1
