lakeID,Date,Time,Depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,turbidity_Fnu,pH,orp_MV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
MHK,10/16/2024,10:44:10,0,13.919,9.74,94.3,0.11,-0.43,NA,NA,NA,90.5,0.04,59,NA,41.76786,-74.15559,380.4,728.5
MHK,10/16/2024,10:44:40,0.25,13.935,9.53,92.4,0.11,-0.45,NA,NA,NA,90.5,0.04,59,NA,41.76788,-74.15559,383.1,728.5
MHK,10/16/2024,10:45:09,0.5,13.944,9.44,91.5,0.07,-0.4,NA,NA,NA,90.4,0.04,59,NA,41.76792,-74.15554,380.7,728.5
MHK,10/16/2024,10:45:33,0.75,13.943,9.38,90.9,0.12,-0.41,NA,NA,NA,90.4,0.04,59,NA,41.76791,-74.15556,379.4,728.5
MHK,10/16/2024,10:45:55,1,13.94,9.35,90.6,0.09,-0.4,NA,NA,NA,90.4,0.04,59,NA,41.76793,-74.15553,375.1,728.5
MHK,10/16/2024,10:46:22,1.25,13.936,9.32,90.3,0.11,-0.39,NA,NA,NA,90.4,0.04,59,NA,41.76792,-74.15556,375.5,728.5
MHK,10/16/2024,10:46:48,1.5,13.897,9.28,89.9,0.13,-0.39,NA,NA,NA,90.4,0.04,59,NA,41.76785,-74.15556,377.9,728.5
MHK,10/16/2024,10:47:11,1.75,13.889,9.25,89.6,0.1,-0.4,NA,NA,NA,90.5,0.04,59,NA,41.76787,-74.15557,381.4,728.5
MHK,10/16/2024,10:47:38,2,13.885,9.23,89.3,0.11,-0.4,NA,NA,NA,90.5,0.04,59,NA,41.7679,-74.15556,378.5,728.5
MHK,10/16/2024,10:48:03,2.25,13.882,9.22,89.3,0.14,-0.37,NA,NA,NA,90.5,0.04,59,NA,41.76791,-74.15556,378.6,728.5
MHK,10/16/2024,10:48:26,2.5,13.877,9.24,89.4,0.12,-0.4,NA,NA,NA,90.5,0.04,59,NA,41.7679,-74.15559,384.6,728.5
MHK,10/16/2024,10:48:49,2.75,13.87,9.24,89.4,0.15,-0.37,NA,NA,NA,90.4,0.04,59,NA,41.7679,-74.15556,382.3,728.5
MHK,10/16/2024,10:49:13,3,13.867,9.22,89.2,0.16,-0.39,NA,NA,NA,90.5,0.04,59,NA,41.7679,-74.15559,385.9,728.5
MHK,10/16/2024,10:49:51,3.25,13.866,9.21,89.1,0.18,-0.36,NA,NA,NA,90.5,0.04,59,NA,41.76788,-74.1556,386.8,728.5
MHK,10/16/2024,10:50:16,3.5,13.865,9.21,89.1,0.13,-0.4,NA,NA,NA,90.5,0.04,59,NA,41.76786,-74.1556,387.4,728.5
MHK,10/16/2024,10:50:39,3.75,13.861,9.21,89.1,0.16,-0.35,NA,NA,NA,90.5,0.04,59,NA,41.76788,-74.15558,386.3,728.5
MHK,10/16/2024,10:51:01,4,13.858,9.22,89.2,0.2,-0.38,NA,NA,NA,90.5,0.04,59,NA,41.76785,-74.15557,386,728.6
MHK,10/16/2024,10:51:23,4.25,13.856,9.23,89.3,0.15,-0.38,NA,NA,NA,90.5,0.04,59,NA,41.76788,-74.15556,385.2,728.5
MHK,10/16/2024,10:51:44,4.5,13.855,9.22,89.2,0.18,-0.37,NA,NA,NA,90.5,0.04,59,NA,41.76789,-74.15557,385,728.5
MHK,10/16/2024,10:52:06,4.75,13.851,9.22,89.2,0.15,-0.39,NA,NA,NA,90.5,0.04,59,NA,41.7679,-74.15558,384.2,728.6
MHK,10/16/2024,10:52:28,5,13.845,9.21,89.1,0.14,-0.39,NA,NA,NA,90.5,0.04,59,NA,41.76791,-74.15559,381.5,728.6
MHK,10/16/2024,10:52:50,5.25,13.841,9.21,89.1,0.18,-0.39,NA,NA,NA,90.6,0.04,59,NA,41.7679,-74.15558,381.2,728.5
MHK,10/16/2024,10:53:13,5.5,13.839,9.2,89,0.16,-0.37,NA,NA,NA,90.6,0.04,59,NA,41.76788,-74.15558,382,728.5
MHK,10/16/2024,10:53:37,5.75,13.833,9.19,88.8,0.17,-0.36,NA,NA,NA,90.5,0.04,59,NA,41.76789,-74.15558,381.1,728.5
MHK,10/16/2024,10:54:02,6,13.826,9.18,88.7,0.18,-0.39,NA,NA,NA,90.5,0.04,59,NA,41.76791,-74.15562,377,728.5
MHK,10/16/2024,10:54:24,6.25,13.821,9.17,88.7,0.18,-0.37,NA,NA,NA,90.5,0.04,59,NA,41.7679,-74.15557,378.7,728.5
MHK,10/16/2024,10:55:10,6.5,13.815,9.16,88.6,0.16,-0.37,NA,NA,NA,90.6,0.04,59,NA,41.76786,-74.15559,381.3,728.5
MHK,10/16/2024,10:55:32,6.75,13.804,9.15,88.4,0.26,-0.37,NA,NA,NA,90.6,0.04,59,NA,41.76785,-74.15556,380.3,728.5
MHK,10/16/2024,10:55:58,7,13.755,9.11,87.9,0.13,-0.4,NA,NA,NA,90.6,0.04,59,NA,41.76787,-74.15555,385.4,728.5
MHK,10/16/2024,10:56:22,7.25,13.714,9.06,87.3,0.14,-0.36,NA,NA,NA,90.7,0.04,59,NA,41.76791,-74.15557,387.6,728.5
MHK,10/16/2024,10:56:56,7.5,13.473,8.5,81.5,0.15,-0.36,NA,NA,NA,91,0.04,59,NA,41.76789,-74.15558,388.5,728.5
MHK,10/16/2024,10:57:22,7.75,11.65,7.24,66.7,0.21,-0.3,NA,NA,NA,93.4,0.04,61,NA,41.76787,-74.15558,386.2,728.5
MHK,10/16/2024,10:57:46,8,10.669,6.35,57.2,0.6,-0.14,NA,NA,NA,93.5,0.04,61,NA,41.76788,-74.15556,382.6,728.5
MHK,10/16/2024,10:58:12,8.25,10.192,5.59,49.8,0.42,-0.16,NA,NA,NA,93.4,0.04,61,NA,41.76789,-74.15556,381.3,728.5
MHK,10/16/2024,10:58:40,8.5,9.293,4.7,40.9,0.44,-0.12,NA,NA,NA,93.8,0.04,61,NA,41.7679,-74.15556,381.9,728.6
MHK,10/16/2024,10:59:04,8.75,8.837,3.9,33.6,0.18,-0.2,NA,NA,NA,93.4,0.04,61,NA,41.7679,-74.15557,382.9,728.6
MHK,10/16/2024,10:59:41,9,8.548,3.07,26.3,0.23,-0.18,NA,NA,NA,93.3,0.04,61,NA,41.76787,-74.15558,382.3,728.6
MHK,10/16/2024,11:00:29,9.25,8.366,2.47,21,0.29,-0.01,NA,NA,NA,93.4,0.04,61,NA,41.76785,-74.15552,386.8,728.5
MHK,10/16/2024,11:01:07,9.5,8.081,1.86,15.8,0.15,-0.17,NA,NA,NA,93.6,0.04,61,NA,41.76788,-74.15556,384.2,728.6
MHK,10/16/2024,11:01:28,9.75,7.896,1.46,12.3,0.19,-0.12,NA,NA,NA,93.9,0.04,61,NA,41.76788,-74.15556,384.9,728.6
MHK,10/16/2024,11:01:52,10,7.662,1.05,8.8,0.15,-0.11,NA,NA,NA,94.4,0.04,61,NA,41.76787,-74.15556,385.6,728.5
MHK,10/16/2024,11:02:17,10.25,7.433,0.76,6.3,0.09,-0.14,NA,NA,NA,95.3,0.04,62,NA,41.76787,-74.15558,386.2,728.6
MHK,10/16/2024,11:02:39,10.5,7.153,0.6,5,0.09,-0.13,NA,NA,NA,96.8,0.05,63,NA,41.76787,-74.15557,385.1,728.6
MHK,10/16/2024,11:03:00,10.75,6.95,0.52,4.3,0.1,-0.11,NA,NA,NA,99.2,0.05,64,NA,41.76786,-74.15553,386.6,728.6
MHK,10/16/2024,11:03:24,11,6.718,0.47,3.8,0.09,-0.11,NA,NA,NA,101,0.05,66,NA,41.76787,-74.15554,380.6,728.6
MHK,10/16/2024,11:03:46,11.25,6.608,0.43,3.5,0.08,-0.1,NA,NA,NA,102.6,0.05,67,NA,41.76784,-74.1555,383.3,728.7
MHK,10/16/2024,11:04:09,11.5,6.521,0.41,3.3,0.09,-0.07,NA,NA,NA,103.5,0.05,67,NA,41.76785,-74.15549,390.9,728.7
MHK,10/16/2024,11:04:34,11.75,6.442,0.39,3.2,0.11,-0.05,NA,NA,NA,104.3,0.05,68,NA,41.76788,-74.15553,391,728.7
MHK,10/16/2024,11:04:59,12,6.381,0.37,3,7.28,6.79,NA,NA,NA,108.3,0.05,70,NA,41.76788,-74.15555,388.8,728.7
