sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
4,0,01/29/2025,1,12.78,96.1
4,1,01/29/2025,1.9,12.25,94.2
4,2,01/29/2025,1.9,11.91,91.8
4,3,01/29/2025,1.8,11.9,91.5
4,4,01/29/2025,1.9,11.7,90
4,5,01/29/2025,1.8,11.71,90
4,6,01/29/2025,1.9,11.58,89.1
4,7,01/29/2025,1.9,11.24,86.6
4,8,01/29/2025,2,10.91,84.3
4,9,01/29/2025,2.4,10.2,79.6
4,10,01/29/2025,2.7,9.93,78.1
4,11,01/29/2025,3,9.38,74.4
4,12,01/29/2025,3.2,7.89,62.9
