Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
12/11/2025,10:56:07,Mohonk,3.229,11.19,83.6,0.1,0.71,99.3,0.05,65,718.3,MHK,0,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:56:43,Mohonk,3.217,10.92,81.6,0.13,0.76,98.9,0.05,64,718.3,MHK,0.25,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:57:12,Mohonk,3.232,10.79,80.7,0.13,0.78,98.9,0.05,64,718.3,MHK,0.5,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:57:55,Mohonk,3.241,10.65,79.6,0.19,0.83,98.9,0.05,64,718.3,MHK,0.75,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:58:32,Mohonk,3.276,10.56,79.1,0.2,0.79,98.9,0.05,64,718.3,MHK,1,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:59:24,Mohonk,3.266,10.48,78.4,0.1,0.75,99.1,0.05,64,718.3,MHK,1.25,NA,NA,NA,41.766,-74.158,379
12/11/2025,10:59:53,Mohonk,3.285,10.41,78,0.15,0.84,99,0.05,64,718.3,MHK,1.5,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:00:21,Mohonk,3.304,10.35,77.6,0.25,0.84,99.1,0.05,64,718.3,MHK,1.75,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:01:33,Mohonk,3.274,10.24,76.6,0.11,0.8,99.2,0.05,64,718.3,MHK,2,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:02:01,Mohonk,3.27,10.22,76.5,0.13,0.8,99.2,0.05,65,718.3,MHK,2.25,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:02:37,Mohonk,3.278,10.19,76.3,0.17,0.83,99.2,0.05,65,718.3,MHK,2.5,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:03:36,Mohonk,3.287,10.14,75.9,0.18,0.82,99.3,0.05,65,718.3,MHK,2.75,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:04:07,Mohonk,3.284,10.12,75.8,0.21,0.83,99.3,0.05,65,718.3,MHK,3,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:05:00,Mohonk,3.303,10.09,75.6,0.14,0.8,99.3,0.05,65,718.1,MHK,3.25,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:05:26,Mohonk,3.304,10.07,75.4,0.18,0.82,99.3,0.05,65,718.2,MHK,3.5,NA,NA,NA,41.766,-74.158,379
12/11/2025,11:05:53,Mohonk,3.309,10.06,75.4,0.27,0.79,99.4,0.05,65,718.2,MHK,3.75,NA,NA,NA,41.766,-74.158,379
