Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
7/30/2025,10:15:07,Mohonk,26.953,8.34,104.6,0.1,-1.21,75,0.03,49,729.9,MHK,0,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:15:38,Mohonk,26.992,8.3,104.2,0.1,-1.24,75,0.03,49,729.8,MHK,0.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:16:11,Mohonk,26.978,8.29,104,0.1,-1.21,75.1,0.03,49,729.7,MHK,0.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:16:35,Mohonk,26.893,8.27,103.6,0.13,-1.22,75.1,0.03,49,729.7,MHK,0.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:17:04,Mohonk,26.822,8.25,103.3,0.16,-1.22,75.1,0.03,49,729.7,MHK,1,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:17:25,Mohonk,26.805,8.26,103.3,0.14,-1.24,75.1,0.03,49,729.8,MHK,1.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:17:53,Mohonk,26.721,8.26,103.1,0.11,-1.2,75.1,0.03,49,729.7,MHK,1.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:18:16,Mohonk,26.593,8.23,102.6,0.13,-1.19,75.1,0.03,49,729.8,MHK,1.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:18:38,Mohonk,26.268,8.43,104.5,0.21,-1.19,74.9,0.03,49,729.7,MHK,2,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:19:03,Mohonk,25.855,8.54,105,0.22,-1.17,74.7,0.03,49,729.7,MHK,2.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:19:28,Mohonk,25.538,8.6,105.1,0.32,-1.15,74.6,0.03,49,729.8,MHK,2.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:19:56,Mohonk,25.308,8.57,104.4,0.32,-1.15,74.5,0.03,48,729.7,MHK,2.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:20:24,Mohonk,25.134,8.52,103.4,0.39,-1.13,74.5,0.03,48,729.7,MHK,3,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:20:47,Mohonk,24.927,8.46,102.3,0.46,-1.06,74.6,0.03,48,729.7,MHK,3.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:21:08,Mohonk,24.326,8.44,100.9,0.47,-1.04,75,0.03,49,729.7,MHK,3.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:21:16,Mohonk,23.857,8.89,105.4,0.5,-1.02,75.4,0.03,49,729.7,MHK,3.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:21:46,Mohonk,20.851,10.6,118.7,0.52,-0.94,78.6,0.04,51,729.7,MHK,4,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:22:09,Mohonk,18.675,11.38,122,0.67,-0.83,80,0.04,52,729.7,MHK,4.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:22:35,Mohonk,17.283,12.06,125.6,0.56,-0.88,80.5,0.04,52,729.7,MHK,4.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:23:05,Mohonk,16.233,12.92,131.6,0.68,-0.76,80.5,0.04,52,729.8,MHK,4.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:23:31,Mohonk,15.496,13.12,131.6,0.78,-0.66,80.6,0.04,52,729.7,MHK,5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:23:52,Mohonk,14.656,13.32,131.2,0.73,-0.7,80.4,0.04,52,729.8,MHK,5.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:24:14,Mohonk,13.385,13.55,129.8,0.85,-0.62,80.3,0.04,52,729.8,MHK,5.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:24:35,Mohonk,12.654,13.57,127.9,1.09,-0.54,80.7,0.04,52,729.8,MHK,5.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:24:40,Mohonk,12.522,13.54,127.2,1.02,-0.5,80.4,0.04,52,729.7,MHK,6,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:24:45,Mohonk,12.368,13.51,126.5,0.83,-0.48,80.3,0.04,52,729.8,MHK,6.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:25:14,Mohonk,11.363,13.54,123.8,0.83,-0.45,80.2,0.04,52,729.7,MHK,6.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:25:38,Mohonk,10.829,13.39,121,0.56,-0.38,80.1,0.04,52,729.8,MHK,6.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:26:00,Mohonk,10.362,13.15,117.5,0.89,-0.39,80.3,0.04,52,729.8,MHK,7,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:26:22,Mohonk,9.785,12.95,114.1,0.53,-0.53,80.4,0.04,52,729.8,MHK,7.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:26:26,Mohonk,9.694,12.9,113.5,0.74,-0.5,80.4,0.04,52,729.8,MHK,7.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:26:51,Mohonk,9.234,12.7,110.5,1.28,-0.04,80.8,0.04,53,729.7,MHK,7.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:27:17,Mohonk,8.824,12.39,106.8,0.58,-0.47,80.4,0.04,52,729.8,MHK,8,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:27:36,Mohonk,8.526,12.11,103.6,0.65,-0.31,80.5,0.04,52,729.8,MHK,8.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:28:00,Mohonk,8.256,12.01,102.1,0.56,-0.38,80.5,0.04,52,729.8,MHK,8.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:28:40,Mohonk,7.934,11.66,98.3,0.95,-0.22,80.6,0.04,52,729.7,MHK,8.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:29:00,Mohonk,7.535,11.2,93.5,0.93,-0.19,80.7,0.04,52,729.7,MHK,9,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:29:29,Mohonk,7.297,10.12,84,0.74,-0.04,81,0.04,53,729.7,MHK,9.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:29:56,Mohonk,7.211,9.19,76.1,0.73,0.03,81.1,0.04,53,729.7,MHK,9.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:30:01,Mohonk,7.17,8.99,74.4,0.57,-0.05,81.3,0.04,53,729.7,MHK,9.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:30:30,Mohonk,7.053,7.67,63.3,0.67,-0.14,81.7,0.04,53,729.7,MHK,10,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:30:37,Mohonk,7.043,7.45,61.4,0.66,-0.13,81.7,0.04,53,729.7,MHK,10.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:31:23,Mohonk,6.762,5.67,46.4,0.48,-0.25,82.5,0.04,54,729.7,MHK,10.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:31:30,Mohonk,6.716,5.45,44.6,0.27,-0.32,82.5,0.04,54,729.7,MHK,10.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:32:27,Mohonk,6.481,3.46,28.2,0.21,-0.42,83.2,0.04,54,729.7,MHK,11,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:33:04,Mohonk,6.405,2.79,22.6,0.16,-0.44,83.4,0.04,54,729.7,MHK,11.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:33:11,Mohonk,6.386,2.65,21.5,0.14,-0.45,83.6,0.04,54,729.8,MHK,11.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:33:35,Mohonk,6.318,1.89,15.3,0.17,-0.43,84.7,0.04,55,729.8,MHK,11.75,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:34:04,Mohonk,6.259,1.15,9.3,0.13,-0.42,85.2,0.04,55,729.8,MHK,12,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:34:37,Mohonk,6.182,0.77,6.2,0.07,-0.44,85.5,0.04,56,729.7,MHK,12.25,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:34:58,Mohonk,6.16,0.65,5.3,0.09,-0.43,85.8,0.04,56,729.7,MHK,12.5,NA,NA,NA,41.766,-74.158,379
7/30/2025,10:35:26,Mohonk,6.148,0.56,4.5,0.6,0.5,86.6,0.04,56,729.8,MHK,12.75,NA,NA,NA,41.766,-74.158,379
