Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
7/22/2026,10:48:42,Mohonk,23.218,8.34,97.7,0.17,-0.39,102.7,0.05,67,722,MHK,0,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:48:54,Mohonk,23.213,8.34,97.6,0.15,-0.4,102.5,0.05,67,722,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:50:02,Mohonk,23.21,8.32,97.4,0.17,-0.36,102.3,0.05,67,721.9,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:50:34,Mohonk,23.214,8.31,97.3,0.15,-0.4,102.3,0.05,66,721.9,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:51:11,Mohonk,23.221,8.3,97.2,0.17,-0.41,102.3,0.05,66,721.9,MHK,1,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:51:54,Mohonk,23.216,8.3,97.2,0.17,-0.4,102.3,0.05,66,721.9,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:52:38,Mohonk,23.222,8.3,97.2,0.15,-0.42,102.3,0.05,66,721.9,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:52:59,Mohonk,23.22,8.3,97.2,0.19,-0.4,102.3,0.05,67,721.9,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:53:28,Mohonk,23.206,8.3,97.2,0.17,-0.41,102.4,0.05,67,721.9,MHK,2,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:54:15,Mohonk,23.204,8.3,97.1,0.21,-0.4,102.4,0.05,67,722,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:55:03,Mohonk,23.196,8.3,97.1,0.21,-0.41,102.4,0.05,67,721.9,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:55:37,Mohonk,23.173,8.28,96.9,0.22,-0.38,102.6,0.05,67,721.9,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:56:07,Mohonk,23.169,8.28,96.9,0.22,-0.37,102.6,0.05,67,721.9,MHK,3,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:56:39,Mohonk,23.16,8.28,96.8,0.25,-0.38,102.7,0.05,67,721.9,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:57:08,Mohonk,23.093,8.27,96.6,0.21,-0.35,102.9,0.05,67,722,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:57:47,Mohonk,22.979,8.26,96.3,0.2,-0.39,103.3,0.05,67,722,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:58:26,Mohonk,22.942,8.24,96,0.3,-0.36,103.2,0.05,67,722,MHK,4,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:59:04,Mohonk,22.915,8.23,95.8,0.24,-0.38,103.4,0.05,67,722,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,10:59:40,Mohonk,22.882,8.22,95.6,0.28,-0.37,103.6,0.05,67,722,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:00:14,Mohonk,22.831,8.2,95.3,0.25,-0.38,103.5,0.05,67,722,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:00:54,Mohonk,21.767,8.89,101.2,0.37,-0.27,107,0.05,70,721.9,MHK,5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:01:28,Mohonk,20.67,10.45,116.5,0.37,-0.23,106.7,0.05,69,722,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:02:04,Mohonk,19.614,11.77,128.5,0.48,-0.17,104.7,0.05,68,722.1,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:02:43,Mohonk,18.501,12.24,130.7,0.54,-0.01,104.9,0.05,68,722.1,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:03:26,Mohonk,17.207,12.6,131,0.84,0.13,104.4,0.05,68,722.1,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:04:09,Mohonk,16.249,12.81,130.6,0.86,0.25,104,0.05,68,722,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:04:43,Mohonk,15.003,13.15,130.5,0.72,0.21,104.2,0.05,68,722.1,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:05:15,Mohonk,13.679,13.29,128.1,1.07,0.43,103.4,0.05,67,722,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:05:51,Mohonk,12.911,13.06,123.7,0.85,0.44,103.2,0.05,67,722.2,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:06:27,Mohonk,11.929,12.69,117.6,0.67,0.38,102.1,0.05,66,722.1,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:07:09,Mohonk,11.264,12.47,113.8,0.64,0.4,102.5,0.05,67,722.1,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:07:50,Mohonk,10.497,12.27,110.1,0.5,0.38,102.3,0.05,67,722.1,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:08:23,Mohonk,9.93,11.94,105.6,0.57,0.44,102.3,0.05,66,722,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:09:00,Mohonk,9.459,11.36,99.4,0.66,0.49,102.3,0.05,66,722.1,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:09:33,Mohonk,9.249,10.98,95.6,0.66,0.52,101.9,0.05,66,722,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:10:02,Mohonk,8.972,10.7,92.5,0.57,0.54,102,0.05,66,722.1,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:10:37,Mohonk,8.626,10.12,86.8,0.71,0.56,102.5,0.05,67,722.1,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:11:07,Mohonk,8.554,9.55,81.7,0.71,0.62,101.9,0.05,66,722.1,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:11:34,Mohonk,8.237,9.02,76.6,0.58,0.59,102.3,0.05,67,722.1,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:12:06,Mohonk,7.911,8.35,70.3,0.55,0.59,102.7,0.05,67,722,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:12:37,Mohonk,7.527,7.36,61.4,0.65,0.65,103.5,0.05,67,722.1,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:13:14,Mohonk,7.34,6.28,52.2,0.45,0.58,104,0.05,68,722,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:13:57,Mohonk,7.082,5.58,46.1,0.41,0.57,104.3,0.05,68,722.1,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:14:29,Mohonk,6.963,4.94,40.7,0.45,0.69,105.1,0.05,68,722,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:15:02,Mohonk,6.761,4.11,33.6,0.27,0.59,105.7,0.05,69,722,MHK,11,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:15:38,Mohonk,6.558,3.18,25.9,0.18,0.5,106.4,0.05,69,722.2,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:16:14,Mohonk,6.45,1.91,15.6,0.14,0.53,108.8,0.05,71,722.1,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:16:41,Mohonk,6.371,1.3,10.5,0.1,0.53,108.9,0.05,71,722,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:17:11,Mohonk,6.213,0.92,7.4,0.08,0.49,109.6,0.05,71,722.1,MHK,12,NA,NA,NA,NA,41.766,-74.158,379
7/22/2026,11:17:41,Mohonk,6.152,0.74,5.9,1.39,2.59,113.4,0.05,74,722.1,MHK,12.25,NA,NA,NA,NA,41.766,-74.158,379
