Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
2/4/2026,12:03:24,Mohonk,2.629,9.69,71.3,0.28,0.82,104,0.05,68,731.8,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:03:51,Mohonk,2.66,9.63,70.9,0.28,0.83,103.7,0.05,67,731.8,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:04:17,Mohonk,2.696,9.56,70.4,0.08,0.77,103.4,0.05,67,731.8,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:04:42,Mohonk,2.717,9.46,69.8,0.15,0.8,103.4,0.05,67,731.8,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:05:16,Mohonk,2.764,9.32,68.8,0.13,0.8,103.3,0.05,67,731.8,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:05:41,Mohonk,2.792,9.22,68.1,0.2,0.81,103,0.05,67,731.8,MHK,11,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:06:08,Mohonk,2.819,9.14,67.5,0.09,0.76,103.8,0.05,67,731.8,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:06:37,Mohonk,2.877,9.03,66.9,0.14,0.8,104.4,0.05,68,731.8,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:07:01,Mohonk,2.919,8.89,65.9,0.49,1.29,104.6,0.05,68,731.8,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:07:26,Mohonk,2.952,8.65,64.2,0.9,1.5,106.3,0.05,69,731.8,MHK,12,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:07:50,Mohonk,2.961,8.24,61.1,0.82,1.1,106.3,0.05,69,731.8,MHK,12.25,NA,NA,NA,NA,41.766,-74.158,379
