Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
2/4/2026,10:22:33,Mohonk,0,0,0,0,0,0,0,0,732.1,MHK,0,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,10:22:35,Mohonk,-1.031,14,93.3,0.28,6.24,0,0,0,732.1,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:45:30,Mohonk,0.096,13.91,95.4,18.29,7.35,90.9,0.04,59,731.8,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:46:38,Mohonk,0.892,13.63,95.6,9.71,6.55,102,0.05,66,731.8,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:47:44,Mohonk,1.362,13.13,93.3,5.19,2.39,102.5,0.05,67,731.8,MHK,1,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:48:11,Mohonk,1.55,12.97,92.7,1.55,2.04,102.2,0.05,66,731.8,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:48:37,Mohonk,1.744,12.77,91.7,0.93,1.42,101.7,0.05,66,731.8,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:49:05,Mohonk,1.905,12.42,89.6,0.86,1.23,101,0.05,66,731.8,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:49:30,Mohonk,2.104,12.12,87.9,0.63,1.25,100.1,0.05,65,731.8,MHK,2,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:49:56,Mohonk,2.197,11.86,86.3,0.44,1.07,99.9,0.05,65,731.8,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:50:21,Mohonk,2.257,11.66,84.9,0.29,0.99,99.9,0.05,65,731.8,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:50:45,Mohonk,2.288,11.5,83.8,0.29,0.98,99.9,0.05,65,731.8,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:51:14,Mohonk,2.316,11.33,82.7,0.36,0.97,101.6,0.05,66,731.8,MHK,3,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:51:37,Mohonk,2.327,11.23,81.9,0.25,0.92,101.7,0.05,66,731.8,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:52:03,Mohonk,2.341,11.14,81.3,0.33,0.97,101.7,0.05,66,731.8,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:52:29,Mohonk,2.355,11.06,80.8,0.21,0.91,101.9,0.05,66,731.8,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:52:55,Mohonk,2.362,11,80.3,0.22,0.93,101.9,0.05,66,731.8,MHK,4,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:53:21,Mohonk,2.365,10.95,80,0.19,0.89,101.8,0.05,66,731.8,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:53:46,Mohonk,2.383,10.9,79.6,0.33,0.91,102,0.05,66,731.8,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:54:16,Mohonk,2.391,10.84,79.2,0.22,0.95,102,0.05,66,731.7,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:54:42,Mohonk,2.401,10.79,78.9,0.2,0.9,101.9,0.05,66,731.8,MHK,5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:55:10,Mohonk,2.407,10.72,78.4,0.41,0.98,102,0.05,66,731.8,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:55:36,Mohonk,2.414,10.67,78,0.19,0.87,101.9,0.05,66,731.8,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:56:03,Mohonk,2.423,10.61,77.7,0.16,0.8,102.2,0.05,66,731.8,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:56:28,Mohonk,2.433,10.55,77.2,0.27,0.91,102.5,0.05,67,731.7,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:56:51,Mohonk,2.433,10.5,76.8,0.17,0.85,102.8,0.05,67,731.8,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:57:21,Mohonk,2.444,10.45,76.5,0.15,0.83,103.1,0.05,67,731.8,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:57:50,Mohonk,2.453,10.41,76.2,0.08,0.8,103.1,0.05,67,731.7,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:58:16,Mohonk,2.463,10.38,76,0.39,0.85,103,0.05,67,731.7,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:58:41,Mohonk,2.472,10.34,75.7,0.26,0.89,103.1,0.05,67,731.9,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:59:07,Mohonk,2.482,10.28,75.4,0.13,0.87,103.3,0.05,67,731.9,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,11:59:40,Mohonk,2.492,10.22,74.9,0.23,0.93,103.5,0.05,67,731.8,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:00:05,Mohonk,2.5,10.18,74.6,0.14,0.85,103.6,0.05,67,731.8,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:00:36,Mohonk,2.511,10.13,74.3,0.19,0.85,103.9,0.05,68,731.8,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:01:02,Mohonk,2.529,10.08,74,0.21,0.85,104.1,0.05,68,731.8,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:01:36,Mohonk,2.537,10.03,73.6,0.19,0.81,104,0.05,68,731.8,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:02:03,Mohonk,2.558,9.99,73.3,0.14,0.81,104,0.05,68,731.8,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:02:27,Mohonk,2.582,9.9,72.7,0.39,0.88,104.3,0.05,68,731.8,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
2/4/2026,12:02:55,Mohonk,2.607,9.77,71.9,0.09,0.76,104.1,0.05,68,731.8,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
