Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
3/11/2026,10:39:46,Mohonk,0.627,11.75,81.8,1.99,1.07,24.7,0.01,16,725.2,MHK,0,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:40:24,Mohonk,2.002,11.89,86,0.35,0.61,80.9,0.04,53,725.3,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:40:57,Mohonk,2.194,11.79,85.7,0.4,0.72,94.5,0.04,61,725.2,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:41:24,Mohonk,2.253,11.76,85.6,0.39,0.72,102.5,0.05,67,725.2,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:41:51,Mohonk,2.403,11.62,85,0.26,0.75,103.8,0.05,67,725.2,MHK,1,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:42:14,Mohonk,2.499,11.41,83.6,0.6,0.79,103.2,0.05,67,725.2,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:42:40,Mohonk,2.571,11.15,81.9,0.26,0.76,102.5,0.05,67,725.2,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:43:08,Mohonk,2.643,10.83,79.7,0.49,0.84,102,0.05,66,725.2,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:43:48,Mohonk,2.687,10.32,76.1,0.34,0.8,102.1,0.05,66,725.2,MHK,2,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:44:23,Mohonk,2.698,10.04,74,0.17,0.73,102.1,0.05,66,725.2,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:44:50,Mohonk,2.705,9.87,72.8,0.16,0.75,102.2,0.05,66,725.2,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:45:15,Mohonk,2.712,9.75,71.9,0.46,0.88,102,0.05,66,725.2,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:45:45,Mohonk,2.719,9.62,71,0.25,0.84,102.1,0.05,66,725.2,MHK,3,NA,NA,NA,NA,41.766,-74.158,379
