Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
3/11/2026,10:46:18,Mohonk,2.725,9.52,70.2,0.18,0.77,102.2,0.05,66,725.1,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:46:50,Mohonk,2.729,9.43,69.6,0.35,0.81,102.1,0.05,66,725.2,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:47:15,Mohonk,2.734,9.37,69.1,0.14,0.77,102.1,0.05,66,725.1,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:47:43,Mohonk,2.746,9.32,68.8,0.22,0.82,101.7,0.05,66,725.1,MHK,4,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:48:10,Mohonk,2.754,9.28,68.5,0.33,0.87,101.6,0.05,66,725.2,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:48:39,Mohonk,2.758,9.25,68.3,0.24,0.81,101.6,0.05,66,725.2,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:49:08,Mohonk,2.761,9.23,68.1,0.21,0.8,101.5,0.05,66,725.1,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:49:37,Mohonk,2.765,9.2,67.9,0.56,0.88,101.7,0.05,66,725.2,MHK,5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:50:16,Mohonk,2.765,9.15,67.5,0.29,0.8,101.9,0.05,66,725.2,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:50:46,Mohonk,2.763,9.07,67,0.35,0.82,102.1,0.05,66,725.1,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:51:12,Mohonk,2.763,9.02,66.6,0.49,0.93,102.2,0.05,66,725.2,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:51:44,Mohonk,2.76,8.96,66.1,0.17,0.93,103,0.05,67,725.2,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:52:14,Mohonk,2.766,8.91,65.8,0.13,0.79,103.4,0.05,67,725.2,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:52:38,Mohonk,2.75,8.88,65.5,0.68,1.05,104.5,0.05,68,725.2,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:53:01,Mohonk,2.745,8.89,65.6,0.62,0.91,106.3,0.05,69,725.1,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:53:25,Mohonk,2.723,8.93,65.9,0.49,0.84,107.2,0.05,70,725.1,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:53:52,Mohonk,2.717,9,66.4,0.23,0.85,110.2,0.05,72,725,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:54:31,Mohonk,2.664,9.11,67.1,0.19,0.8,114.6,0.05,74,725,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:55:00,Mohonk,2.639,9.21,67.8,0.17,0.86,117.6,0.05,76,725,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:55:27,Mohonk,2.636,9.29,68.3,0.38,0.89,119.6,0.06,78,725,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:55:54,Mohonk,2.622,9.34,68.7,0.48,0.92,121.6,0.06,79,725.1,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:56:25,Mohonk,2.661,9.37,69,0.53,0.92,123.1,0.06,80,725,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:56:52,Mohonk,2.693,9.35,68.9,0.19,0.79,122.8,0.06,80,725,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:57:20,Mohonk,2.713,9.29,68.5,0.54,0.9,122.3,0.06,79,725,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:57:43,Mohonk,2.729,9.24,68.2,0.54,0.93,122.6,0.06,80,725,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:58:10,Mohonk,2.732,9.17,67.7,1.12,0.97,123.1,0.06,80,724.9,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:58:37,Mohonk,2.738,9.12,67.3,0.17,0.82,123,0.06,80,724.9,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:59:03,Mohonk,2.748,9.07,66.9,0.53,0.9,123.5,0.06,80,724.9,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:59:30,Mohonk,2.762,8.97,66.2,0.32,0.78,124.1,0.06,81,724.9,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,10:59:59,Mohonk,2.781,8.82,65.2,0.15,0.73,124.7,0.06,81,724.8,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,11:00:23,Mohonk,2.782,8.71,64.4,0.04,0.71,125.8,0.06,82,724.8,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,11:00:50,Mohonk,2.794,8.63,63.8,0.04,0.71,127,0.06,83,724.9,MHK,11,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,11:01:32,Mohonk,2.81,8.49,62.8,0.12,1.06,128.6,0.06,84,724.8,MHK,11.25,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,11:02:01,Mohonk,2.826,8.3,61.4,0.23,1.27,132.4,0.06,86,724.8,MHK,11.5,NA,NA,NA,NA,41.766,-74.158,379
3/11/2026,11:02:43,Mohonk,2.843,8.02,59.3,1.38,2.72,132.9,0.06,86,724.8,MHK,11.75,NA,NA,NA,NA,41.766,-74.158,379
