Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
3/4/2026,11:05:26,Mohonk,2.616,9.51,69.9,0.04,0.73,103.2,0.05,67,734.5,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:05:49,Mohonk,2.627,9.47,69.7,0.06,0.72,103.2,0.05,67,734.5,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:06:13,Mohonk,2.638,9.43,69.4,0.04,0.69,103.2,0.05,67,734.5,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:06:37,Mohonk,2.646,9.39,69.1,0.04,0.69,103.2,0.05,67,734.6,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:07:05,Mohonk,2.658,9.34,68.7,0.03,0.69,103.2,0.05,67,734.5,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:07:29,Mohonk,2.67,9.29,68.4,0.05,0.74,103.2,0.05,67,734.5,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:07:52,Mohonk,2.685,9.23,68,0.02,0.69,103.2,0.05,67,734.5,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:08:39,Mohonk,2.702,9.14,67.4,0.02,0.7,103.1,0.05,67,734.5,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:09:01,Mohonk,2.714,9.11,67.2,0.02,0.68,103.1,0.05,67,734.5,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:09:29,Mohonk,2.736,9.06,66.8,0.05,0.69,103.1,0.05,67,734.5,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:09:52,Mohonk,2.749,9,66.4,0.02,0.67,103.1,0.05,67,734.6,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:10:16,Mohonk,2.766,8.94,66,0.02,0.69,103.3,0.05,67,734.6,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:10:40,Mohonk,2.786,8.87,65.5,0.03,0.67,103.6,0.05,67,734.6,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:11:06,Mohonk,2.809,8.77,64.8,0.03,0.66,103.7,0.05,67,734.7,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:11:28,Mohonk,2.832,8.69,64.3,0.02,0.67,104,0.05,68,734.6,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:11:52,Mohonk,2.842,8.56,63.4,0,0.69,104.1,0.05,68,734.6,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:12:14,Mohonk,2.871,8.45,62.5,0.01,0.66,104.2,0.05,68,734.6,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:12:38,Mohonk,2.924,8.3,61.6,0.02,0.67,104,0.05,68,734.7,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:13:02,Mohonk,2.972,8.14,60.5,0.03,0.66,104,0.05,68,734.6,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:13:24,Mohonk,3.001,8.01,59.5,0.03,0.68,104.1,0.05,68,734.7,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
3/4/2026,11:13:52,Mohonk,2.996,7.94,59,0.02,0.65,106,0.05,69,734.7,MHK,11,NA,NA,NA,NA,41.766,-74.158,379
