Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
1/7/2026,10:42:04,Mohonk,0.686,12.15,84.7,1.65,1.37,80.4,0.04,52,719.9,MHK,0,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:42:32,Mohonk,1.257,11.94,84.6,1.18,1.56,87.2,0.04,57,719.7,MHK,0.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:42:54,Mohonk,1.39,11.9,84.6,3.2,1.47,99.5,0.05,65,719.8,MHK,0.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:43:21,Mohonk,1.674,11.72,84,0.49,0.95,98.6,0.05,64,719.8,MHK,0.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:43:52,Mohonk,1.771,11.52,82.8,0.79,1.03,100.6,0.05,65,719.8,MHK,1,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:44:17,Mohonk,1.787,11.4,82,0.56,0.98,100.5,0.05,65,719.9,MHK,1.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:44:43,Mohonk,1.804,11.32,81.4,0.43,0.96,100.4,0.05,65,719.9,MHK,1.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:45:10,Mohonk,1.822,11.24,80.9,0.4,0.91,100.3,0.05,65,719.8,MHK,1.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:45:33,Mohonk,1.842,11.19,80.6,0.5,0.95,100.5,0.05,65,719.9,MHK,2,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:46:00,Mohonk,1.849,11.15,80.3,0.49,0.92,100.5,0.05,65,719.9,MHK,2.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:46:22,Mohonk,1.86,11.14,80.3,0.38,0.94,101.1,0.05,66,719.8,MHK,2.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:46:47,Mohonk,1.866,11.15,80.3,0.39,0.92,101.6,0.05,66,719.8,MHK,2.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:47:11,Mohonk,1.876,11.16,80.4,0.8,1.04,101.9,0.05,66,719.9,MHK,3,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:47:34,Mohonk,1.888,11.15,80.4,1,0.99,101.9,0.05,66,719.8,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:47:56,Mohonk,1.917,11.12,80.2,0.92,1.12,101.5,0.05,66,719.8,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:48:20,Mohonk,1.931,11.05,79.8,1,1.13,101.2,0.05,66,719.8,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:48:45,Mohonk,1.95,10.99,79.4,0.76,1.1,100.6,0.05,65,719.9,MHK,4,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:49:14,Mohonk,1.987,10.89,78.7,0.85,1.03,100.1,0.05,65,719.8,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:49:36,Mohonk,2.007,10.8,78.2,0.5,1.02,99.8,0.05,65,719.8,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:50:05,Mohonk,2.028,10.71,77.5,0.53,0.96,100,0.05,65,719.9,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:50:28,Mohonk,2.034,10.66,77.2,0.66,1.03,100,0.05,65,719.8,MHK,5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:50:53,Mohonk,2.047,10.61,76.8,0.43,0.92,100.2,0.05,65,719.8,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:51:18,Mohonk,2.059,10.57,76.5,0.95,0.99,100.6,0.05,65,719.9,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:51:50,Mohonk,2.067,10.52,76.2,0.59,0.96,100.9,0.05,66,719.8,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:52:16,Mohonk,2.079,10.49,76,0.88,1,101.2,0.05,66,719.9,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:52:44,Mohonk,2.096,10.44,75.7,0.52,0.96,101.9,0.05,66,719.8,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:53:06,Mohonk,2.1,10.41,75.5,0.67,0.92,101.8,0.05,66,719.8,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:53:30,Mohonk,2.114,10.38,75.3,0.69,1.01,102.1,0.05,66,719.8,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:53:54,Mohonk,2.136,10.34,75.1,0.84,1,102.5,0.05,67,719.8,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:54:19,Mohonk,2.149,10.3,74.8,0.43,0.93,102.8,0.05,67,719.8,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:54:43,Mohonk,2.163,10.26,74.6,0.2,0.83,102.9,0.05,67,719.8,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:55:08,Mohonk,2.18,10.23,74.3,0.38,0.92,103,0.05,67,719.8,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:55:31,Mohonk,2.19,10.2,74.2,0.68,1.04,102.9,0.05,67,719.8,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:56:04,Mohonk,2.209,10.17,73.9,0.52,1,102.8,0.05,67,719.8,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:56:28,Mohonk,2.236,10.13,73.7,0.74,0.93,102.6,0.05,67,719.8,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:56:51,Mohonk,2.265,10.1,73.6,0.69,0.91,102.4,0.05,67,719.8,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:57:15,Mohonk,2.282,10.07,73.4,0.46,0.95,102.3,0.05,67,719.8,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:57:38,Mohonk,2.304,10.04,73.2,0.52,0.85,102.1,0.05,66,719.8,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:58:17,Mohonk,2.328,10,73,0.46,0.82,101.9,0.05,66,719.8,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:58:41,Mohonk,2.37,9.97,72.8,0.38,0.83,101.7,0.05,66,719.8,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:59:21,Mohonk,2.394,9.92,72.5,0.24,0.83,101.5,0.05,66,719.8,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,10:59:43,Mohonk,2.429,9.89,72.4,0.4,0.87,101.3,0.05,66,719.8,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,11:00:08,Mohonk,2.457,9.84,72.1,0.23,0.8,101.1,0.05,66,719.9,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,11:00:34,Mohonk,2.507,9.79,71.8,0.26,0.82,100.8,0.05,66,719.9,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
1/7/2026,11:00:58,Mohonk,2.552,9.7,71.2,0.11,0.75,100.7,0.05,65,719.8,MHK,11,NA,NA,NA,NA,41.766,-74.158,379
