Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
4/15/2026,10:43:50,Mohonk,12.842,10.34,97.8,0.19,-0.12,99.9,0.05,65,726.1,MHK,0,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:44:30,Mohonk,12.749,10.87,102.6,0.18,-0.04,99.2,0.05,64,726.1,MHK,0.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:44:56,Mohonk,12.624,11,103.5,0.18,0.01,99.2,0.05,64,726.1,MHK,0.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:45:26,Mohonk,12.372,11.11,104,0.21,0.09,99.1,0.05,64,726.1,MHK,0.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:45:50,Mohonk,12.292,11.17,104.3,0.24,0.09,99,0.05,64,726.1,MHK,1,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:46:22,Mohonk,12.274,11.2,104.6,0.25,0.13,99,0.05,64,726.1,MHK,1.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:46:46,Mohonk,12.112,11.22,104.4,0.24,0.17,99.1,0.05,64,726.1,MHK,1.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:47:14,Mohonk,11.875,11.29,104.5,0.3,0.19,99.3,0.05,65,726.1,MHK,1.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:47:43,Mohonk,11.579,11.33,104.2,0.35,0.22,99.2,0.05,64,726.1,MHK,2,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:48:23,Mohonk,11.066,11.45,104,0.54,0.33,99.4,0.05,65,726.1,MHK,2.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:48:49,Mohonk,10.858,11.58,104.7,0.46,0.31,99.2,0.05,65,726.1,MHK,2.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:49:29,Mohonk,10.501,11.73,105.2,0.72,0.41,99.2,0.05,64,726.1,MHK,2.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:49:52,Mohonk,9.825,11.86,104.7,1.3,0.69,99.9,0.05,65,726.1,MHK,3,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:50:27,Mohonk,9.011,12.17,105.3,2.08,0.76,99.8,0.05,65,726.1,MHK,3.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:51:07,Mohonk,8.783,12.3,105.9,1.13,0.95,99.5,0.05,65,726.1,MHK,3.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:51:38,Mohonk,8.692,12.35,106.1,2.43,1.18,99.5,0.05,65,726.1,MHK,3.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:52:22,Mohonk,8.507,12.4,106,2.19,1.2,99.6,0.05,65,726.1,MHK,4,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:52:44,Mohonk,8.383,12.44,106,6.54,2.06,99.6,0.05,65,726.1,MHK,4.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:53:13,Mohonk,8.268,12.46,106,6.18,2.6,99.6,0.05,65,726.1,MHK,4.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:53:37,Mohonk,8.129,12.49,105.9,16.66,2.71,99.7,0.05,65,726.1,MHK,4.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:54:03,Mohonk,8.017,12.53,105.9,18.38,4.19,99.7,0.05,65,726.1,MHK,5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:54:28,Mohonk,7.919,12.57,106,16.72,5.17,99.9,0.05,65,726.1,MHK,5.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:54:59,Mohonk,7.784,12.6,105.9,26.14,7.04,99.8,0.05,65,726,MHK,5.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:55:22,Mohonk,7.618,12.61,105.5,17.46,5.47,100.1,0.05,65,726.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:55:50,Mohonk,7.509,12.59,105,25.27,5.96,100,0.05,65,726.1,MHK,6,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:56:12,Mohonk,7.36,12.6,104.7,17.26,5.6,100.1,0.05,65,726.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:56:35,Mohonk,6.814,12.46,102.2,6.42,3.16,100.5,0.05,65,726.1,MHK,6.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:57:03,Mohonk,6.559,12.13,98.8,2.64,1.98,100.5,0.05,65,726.1,MHK,6.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:57:26,Mohonk,6.339,11.86,96.2,2.1,1.29,100.8,0.05,66,725.9,MHK,7,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:57:53,Mohonk,6.234,11.61,93.9,0.98,1.2,100.7,0.05,65,726,MHK,7.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:58:18,Mohonk,6.133,11.44,92.2,2.08,1.09,100.5,0.05,65,726,MHK,7.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:58:41,Mohonk,5.995,11.27,90.5,2.73,1.1,100.4,0.05,65,726.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:59:04,Mohonk,5.861,11.04,88.4,0.88,1.01,100.5,0.05,65,726,MHK,8,NA,NA,NA,41.766,-74.158,379
4/15/2026,10:59:41,Mohonk,5.748,10.69,85.4,1.11,0.85,100.8,0.05,65,726,MHK,8.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:00:13,Mohonk,5.551,10.44,82.9,0.7,0.77,100.9,0.05,66,725.9,MHK,8.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:00:36,Mohonk,5.437,10.16,80.5,0.76,0.74,101.1,0.05,66,725.9,MHK,8.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:00:59,Mohonk,5.407,9.91,78.4,0.88,0.8,101.2,0.05,66,726,MHK,9,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:01:25,Mohonk,5.317,9.69,76.5,0.45,0.7,101.4,0.05,66,726,MHK,9.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:01:49,Mohonk,5.227,9.49,74.8,0.5,0.68,101.6,0.05,66,726,MHK,9.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:02:14,Mohonk,5.134,9.32,73.3,0.43,0.71,101.6,0.05,66,725.9,MHK,9.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:02:35,Mohonk,5.093,9.17,72,0.53,0.72,101.8,0.05,66,726,MHK,10,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:02:59,Mohonk,5.045,9.09,71.3,0.35,0.69,101.4,0.05,66,725.9,MHK,10.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:03:27,Mohonk,4.996,9.05,70.9,0.33,0.71,101.3,0.05,66,725.9,MHK,10.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:03:51,Mohonk,4.956,8.97,70.2,0.42,0.72,101.3,0.05,66,725.9,MHK,10.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:04:17,Mohonk,4.91,8.87,69.3,0.26,0.7,101.4,0.05,66,725.9,MHK,11,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:04:50,Mohonk,4.869,8.69,67.8,0.58,0.79,101.8,0.05,66,725.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:05:17,Mohonk,4.883,8.46,66.1,0.49,0.83,102.2,0.05,66,725.8,MHK,11.5,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:05:41,Mohonk,4.875,8.32,65,0.71,0.86,102.3,0.05,67,725.9,MHK,11.75,NA,NA,NA,41.766,-74.158,379
4/15/2026,11:06:07,Mohonk,4.873,7.34,57.3,1.98,7.07,115.2,0.05,75,725.8,MHK,12,NA,NA,NA,41.766,-74.158,379
