Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
6/18/2024,12:15:13,Mohonk,14.538,11.93,117.2,0.29,0.13,7.68,84.4,0.04,55,735,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:16:47,Mohonk,11.528,12.56,115.3,0.42,0.25,7.68,85,0.04,55,734.8,MHK,6,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:17:14,Mohonk,10.807,12.6,113.8,0.47,0.28,7.68,84.9,0.04,55,735.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:17:50,Mohonk,10.143,12.62,112.2,0.49,0.35,7.67,84.9,0.04,55,735,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:18:27,Mohonk,9.394,12.66,110.6,0.52,0.41,7.66,84.7,0.04,55,734.9,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:19:01,Mohonk,8.974,12.69,109.8,0.53,0.46,7.66,84.2,0.04,55,734.9,MHK,7,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:19:35,Mohonk,8.57,12.76,109.2,0.53,0.5,7.66,84.1,0.04,55,735,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:20:03,Mohonk,8.485,12.68,108.4,0.54,0.56,7.65,83.8,0.04,54,735.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:20:30,Mohonk,8.206,12.68,107.6,0.62,0.59,7.64,83.8,0.04,54,735,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:21:02,Mohonk,7.863,12.66,106.6,0.45,0.5,7.62,84,0.04,55,734.9,MHK,8,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:21:41,Mohonk,7.713,12.53,105.1,0.95,0.79,7.6,84.2,0.04,55,734.9,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:22:18,Mohonk,7.467,12.44,103.7,0.45,0.58,7.57,84.3,0.04,55,734.9,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:22:51,Mohonk,7.263,12.32,102.2,0.42,0.62,7.54,84.4,0.04,55,734.9,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:23:31,Mohonk,6.938,12.15,99.9,0.35,0.62,7.5,84.5,0.04,55,734.9,MHK,9,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:24:03,Mohonk,6.787,11.93,97.8,0.35,0.59,7.46,84.4,0.04,55,734.9,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:24:35,Mohonk,6.623,11.69,95.4,0.38,0.57,7.41,84.6,0.04,55,734.9,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:25:07,Mohonk,6.44,11.35,92.3,0.29,0.61,7.36,84.6,0.04,55,734.8,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:25:42,Mohonk,6.226,10.39,84,0.27,0.57,7.26,85,0.04,55,734.9,MHK,10,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:26:10,Mohonk,6.143,8.64,69.7,0.22,0.55,7.14,85.6,0.04,56,734.8,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:26:44,Mohonk,6.022,7.33,58.9,0.2,0.55,6.99,86.3,0.04,56,735,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:27:16,Mohonk,5.921,6.56,52.6,0.19,0.55,6.9,86.2,0.04,56,734.9,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:27:54,Mohonk,5.776,6.23,49.8,0.13,0.56,6.84,85.7,0.04,56,734.8,MHK,11,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:28:24,Mohonk,5.716,5.84,46.6,0.16,0.55,6.79,85.8,0.04,56,734.8,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:29:06,Mohonk,5.632,5.34,42.5,0.14,0.56,6.75,86.1,0.04,56,734.8,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:29:36,Mohonk,5.601,4.96,39.5,0.15,0.56,6.72,86.1,0.04,56,734.8,MHK,11.75,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:30:04,Mohonk,5.593,4.39,34.9,0.15,0.54,6.68,87,0.04,57,734.9,MHK,12,NA,NA,NA,41.766,-74.158,379,2024-06-18
6/18/2024,12:30:34,Mohonk,5.599,3.44,27.4,0.2,0.63,6.64,87.7,0.04,57,734.9,MHK,12.25,NA,NA,NA,41.766,-74.158,379,2024-06-18
