sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
9,0,03/04/2025,1.9,11.61,87
9,1,03/04/2025,2.6,11.83,90.4
9,2,03/04/2025,2.7,11.73,90
9,3,03/04/2025,2.7,11.73,90
9,4,03/04/2025,2.7,11.72,90
9,5,03/04/2025,2.8,11.79,90.6
9,6,03/04/2025,2.8,11.79,90.6
9,7,03/04/2025,2.8,11.75,90.3
9,8,03/04/2025,2.8,11.69,89.8
9,9,03/04/2025,2.8,11.61,89.2
9,10,03/04/2025,2.9,9.59,73.9
9,11,03/04/2025,3.1,8.79,68.1
9,12,03/04/2025,3.3,8.2,63.9
