sample_no,Depth_m,collect_date,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent
55,0,11/25/2024,9.4,8.23,75.1
55,1,11/25/2024,8.7,8.16,73.1
55,2,11/25/2024,8.2,8.14,72.2
55,3,11/25/2024,7.9,8.15,71.8
55,4,11/25/2024,7.7,8.18,71.7
55,5,11/25/2024,7.5,8.21,71.6
55,6,11/25/2024,7.4,8.21,71.5
55,7,11/25/2024,7.4,8.21,71.4
55,8,11/25/2024,7.4,8.18,71.1
55,9,11/25/2024,7.4,8.17,71
55,10,11/25/2024,7.3,8.16,70.9
55,11,11/25/2024,7.3,8.14,70.7
